sportmonks_fixture_id,player_id,player_name,team_id,ml_score,ml_rank,odds_rank,value_gap,composite_scorer_score,confidence_tier,target_anytime,target_first_goal,odds_implied_anytime
19609177,324518,Joe Bell,18613,0.6365337547610265,6.0,23.0,17.0,0.480853,C,0,0,0.05952366666666667
19609177,324712,Liberato Cacace,18613,0.5025341690339787,10.0,24.0,14.0,0.385812,D,0,0,0.051354000000000004
19609177,5640904,Elijah Just,18613,0.9017253736114728,1.0,11.0,10.0,0.767186,C,0,0,0.13580233333333333
19609177,37341836,Marko Stamenić,18613,0.5009951110808232,11.0,21.0,10.0,0.263284,D,0,0,0.07340400000000001
19609177,273373,Tim Payne,18613,0.4739004886813637,17.0,25.0,8.0,0.361029,D,0,0,0.051354000000000004
19609177,261737,Michael Boxall,18613,0.4739004886813637,20.0,28.0,8.0,0.355571,D,0,0,0.041006666666666663
19609177,5967839,Callum McCowatt,18613,0.7629570162556998,3.0,10.0,7.0,0.651807,C,0,0,0.15696633333333335
19609177,324539,Sarpreet Singh,18613,0.5525973254212055,8.0,15.0,7.0,0.468099,C,0,0,0.11647166666666668
19609178,160046,Diney Borges,18823,0.5290570911778443,7.0,33.0,26.0,0.481536,C,0,0,0.074074
19609178,96146,Steven Moreira,18823,0.4787353838627943,13.0,34.0,21.0,0.409605,D,0,0,0.054696
19609178,120887,Roberto Lopes,18823,0.47801078999677377,14.0,35.0,21.0,0.404833,D,0,0,0.052632
19609178,260904,Mathías Olivera,15251,0.6339668849487164,4.0,23.0,19.0,0.563765,C,0,0,0.11446733333333332
19609178,893705,Manuel Ugarte,15251,0.6876132474224058,3.0,20.0,17.0,0.642499,C,0,0,0.12472766666666668
19609178,13653174,Sebastián Cáceres,15251,0.491742622994957,12.0,27.0,15.0,0.456367,D,0,0,0.106209
19609178,37559583,Sidny Lopes Cabral,18823,0.49639275815967737,11.0,24.0,13.0,0.344907,D,0,0,0.11261933333333334
19609178,5956430,Kevin Lenini,18823,0.47396284522510623,17.0,29.0,12.0,0.422507,D,1,1,0.090909
19609178,37522757,Telmo Arcanjo,18823,0.5076492292633824,9.0,21.0,12.0,0.304896,D,0,0,0.12116633333333333
19609178,4449,Guillermo Varela,15251,0.4740012733096365,16.0,28.0,12.0,0.430975,D,0,0,0.106209
19609178,2823329,Juan Manuel Sanabria,15251,0.507846718559264,8.0,17.0,9.0,0.309035,C,0,0,0.12810433333333335
19609178,26433,Jamiro Monteiro,18823,0.4739004886813637,18.0,26.0,8.0,0.432586,D,0,0,0.10940166666666667
19609178,13649139,Maxi Araújo,15251,0.7457454679604291,1.0,8.0,7.0,0.765373,C,1,0,0.2849676666666667
19609178,260862,Federico Valverde,15251,0.7260449579890048,2.0,7.0,5.0,0.824709,C,0,0,0.289352
19609179,10274950,Mohanad Ali,18600,0.25191350988460653,34.0,,65.0,0.089458,D,0,0,
19609179,334896,Jalal Hassan,18600,0.22731669171362423,40.0,,59.0,0.230723,D,0,0,
19609179,37526506,Merchas Doski,18600,0.5251460632940599,12.0,37.0,25.0,0.364048,D,0,0,0.033497
19609179,37352773,Ahmed Qasem,18600,0.6190403307767522,7.0,30.0,23.0,0.444997,C,0,0,0.08366033333333334
19609179,197017,Amir Al-Ammari,18600,0.5792060580580215,10.0,33.0,23.0,0.4133,D,0,0,0.05049066666666666
19609179,37672705,Zaid Tahseen,18600,0.4965868835216833,16.0,38.0,22.0,0.357982,D,0,0,0.032133
19609179,37365874,Zidane Iqbal,18600,0.5008952089356222,15.0,32.0,17.0,0.230824,D,0,0,0.062049
19609179,23715953,Hussein Ali,18600,0.4887597349632839,19.0,36.0,17.0,0.350495,D,0,0,0.033497
19609179,337394,Jules Koundé,18647,0.5835650571603759,8.0,24.0,16.0,0.400435,C,0,0,0.11680900000000001
19609179,33685,Dayot Upamecano,18647,0.6294997219323991,6.0,21.0,15.0,0.452804,C,0,0,0.12309366666666666
19609179,37734969,Akam Hashem,18600,0.4791542198934195,20.0,34.0,14.0,0.338128,D,0,0,0.035481000000000006
19609179,334650,Aymen Hussein,18600,0.7707117814146678,4.0,18.0,14.0,0.638526,C,0,0,0.13580233333333333
19609179,896368,Ibrahim Bayesh,18600,0.4937425269479688,17.0,29.0,12.0,0.376993,D,0,0,0.08717966666666667
19609179,95368,Lucas Digne,18647,0.5422657872233989,11.0,22.0,11.0,0.374583,D,0,0,0.11680900000000001
19609179,37730643,Zaid Ismail,18600,0.4739004886813637,22.0,31.0,9.0,0.345934,D,0,0,0.07474766666666667
19609180,99157,Yehvann Diouf,18558,0.23694751053509905,40.0,,59.0,0.175966,D,0,0,
19609180,151568,Fredrik Bjørkan,18578,0.23343033728263124,41.0,,58.0,0.20469,D,0,0,
19609180,24816996,Sander Tangvik,18578,0.2320972477651015,43.0,,56.0,0.204207,D,0,0,
19609180,524309,Leo Østigård,18578,0.6517716113673496,4.0,38.0,34.0,0.459671,C,0,0,0.076923
19609180,98874,Moussa Niakhaté,18558,0.5685612462544616,8.0,37.0,29.0,0.40424,C,0,0,0.07905966666666668
19609180,33166012,David Møller Wolfe,18578,0.6003144154854435,5.0,31.0,26.0,0.465535,C,0,0,0.090909
19609180,151628,Julian Ryerson,18578,0.51777281636979,14.0,32.0,18.0,0.363654,D,0,0,0.090909
19609180,151418,Kristoffer Ajer,18578,0.4739004886813637,22.0,39.0,17.0,0.357691,D,0,0,0.07597333333333334
19609180,37685630,El Hadji Malick Diouf,18558,0.5574295642752275,10.0,25.0,15.0,0.397515,D,0,0,0.111111
19609180,538449,Torbjørn Heggem,18578,0.4941408618985435,18.0,33.0,15.0,0.280875,D,0,0,0.08838366666666668
19609180,430403,Krépin Diatta,18558,0.5521493728572885,11.0,26.0,15.0,0.398774,D,0,0,0.11011
19609180,151551,Fredrik Aursnes,18578,0.5641289136052128,9.0,23.0,14.0,0.449262,D,0,0,0.133333
19609180,37570379,Antonio Nusa,18578,0.5764037712403491,7.0,15.0,8.0,0.45868,C,0,0,0.21203533333333333
19609180,1030,Idrissa Gueye,18558,0.4739004886813637,20.0,28.0,8.0,0.370571,D,0,0,0.10334100000000002
19609180,153244,Abdoulaye Seck,18558,0.3308629477275102,26.0,34.0,8.0,0.332221,D,0,0,0.08547
19609180,37569271,Antoine Mendy,18558,0.255827976622294,33.0,40.0,7.0,0.224827,D,0,0,0.07222233333333333
19609180,433169,Pape Gueye,18558,0.547713141021364,12.0,19.0,7.0,0.414886,D,0,0,0.16003533333333333
19609180,61806,Kalidou Koulibaly,18558,0.4734679861722465,23.0,30.0,7.0,0.367261,D,0,0,0.096642
19609180,64193,Sander Berge,18578,0.4739004886813637,21.0,27.0,6.0,0.371767,D,0,0,0.10588233333333334
19609180,96722,Ismaïla Sarr,18558,0.8565784814243103,2.0,8.0,6.0,0.67616,C,1,0,0.23947233333333337
19609180,37642676,Lamine Camara,18558,0.508031584458501,15.0,20.0,5.0,0.413433,D,0,0,0.14506166666666667
19609180,26823,Martin Ødegaard,18578,0.5320068542818843,13.0,18.0,5.0,0.40532,D,0,0,0.17283966666666664
19609181,474354,Mousa Tamari,18559,0.49982489698299154,12.0,,87.0,0.397354,D,0,0,
19609181,4192142,Noor Al-Rawabdeh,18559,0.5792060580580215,3.0,24.0,21.0,0.514699,C,0,0,0.10588233333333334
19609181,62502,Ramy Bensebaini,18620,0.5348193839002391,5.0,19.0,14.0,0.463349,C,0,0,0.13154533333333332
19609181,13590962,Rayan Aït-Nouri,18620,0.5373958352612627,4.0,17.0,13.0,0.497362,C,0,0,0.145299
19609181,37567008,Abdallah Nasib,18559,0.4739004886813637,17.0,29.0,12.0,0.397338,D,0,0,0.06539099999999999
19609181,474356,Ehsan Haddad,18559,0.4807395910250341,15.0,26.0,11.0,0.417048,D,0,0,0.081585
19609181,4192141,Yazan Al-Arab,18559,0.4739004886813637,20.0,30.0,10.0,0.397338,D,0,0,0.06539099999999999
19609181,95635,Aïssa Mandi,18620,0.4823985491215495,14.0,23.0,9.0,0.399458,D,0,0,0.11328966666666666
19609181,24444666,Ali Olwan,18559,0.7951585200551444,1.0,9.0,8.0,0.878083,C,0,0,0.2555556666666667
19609181,37255818,Ramiz Zerrouki,18620,0.5082664968395664,8.0,15.0,7.0,0.319939,C,0,0,0.16239333333333336
19609181,37566820,Mohannad Abu Taha,18559,0.4739004886813637,18.0,25.0,7.0,0.420391,D,0,0,0.10429859999999999
19609181,453084,Mahmoud Al-Mardi,18559,0.5076492292633824,9.0,16.0,7.0,0.31827,D,0,0,0.16003533333333333
19609181,37560881,Rafik Belghali,18620,0.4739004886813637,16.0,22.0,6.0,0.429913,D,0,0,0.12037033333333334
19609181,37536482,Farès Chaïbi,18620,0.7049210677556055,2.0,7.0,5.0,0.709282,C,0,0,0.2839503333333333
19609183,15076349,Joseph Anang,18553,0.2320972477651015,42.0,,57.0,0.203221,D,0,0,
19609183,12647,Dean Henderson,18645,0.2320972477651015,43.0,,56.0,0.203221,D,0,0,
19609183,52721,Lawrence Ati Zigi,18553,0.22731669171362423,44.0,,55.0,0.231507,D,0,0,
19609183,37762150,Caleb Yirenkyi,18553,0.8011819899946637,3.0,30.0,27.0,0.669287,C,0,0,0.10940166666666667
19609183,37633249,Jonas Adjetey,18553,0.5558987707609095,11.0,35.0,24.0,0.403048,D,0,0,0.06072133333333333
19609183,37614052,Ernest Nuamah,18553,0.6431648287514875,5.0,27.0,22.0,0.523826,C,0,0,0.12037033333333334
19609183,7124,Ezri Konsa,18645,0.6328755509710903,6.0,26.0,20.0,0.47917,C,0,0,0.12492466666666667
19609183,54303,Gideon Mensah,18553,0.4739004886813637,23.0,41.0,18.0,0.331511,D,0,0,0.028164666666666668
19609183,1494704,Jerome Opoku,18553,0.501749589838029,19.0,36.0,17.0,0.26968,D,0,0,0.06072133333333333
19609183,186370,Thomas Partey,18553,0.5243041969149007,15.0,32.0,17.0,0.364561,D,0,0,0.09829033333333333
19609183,4969726,Kwasi Sibo,18553,0.5076492292633824,18.0,34.0,16.0,0.209159,D,0,0,0.06595000000000001
19609183,36481539,Marvin Senaya,18553,0.4739004886813637,22.0,37.0,15.0,0.33854,D,0,0,0.045249333333333336
19609183,7026573,Djed Spence,18645,0.518621990533251,16.0,28.0,12.0,0.370175,D,0,0,0.11936933333333333
19609183,581220,Reece James,18645,0.529102415606661,14.0,22.0,8.0,0.418112,D,0,0,0.13790833333333333
19609183,186801,Iñaki Williams,18553,0.5773379089353672,9.0,17.0,8.0,0.372179,D,0,0,0.1498826666666667
19609183,4536500,Marc Guéhi,18645,0.5128063886978603,17.0,23.0,6.0,0.30903,D,0,0,0.133333
19609183,4267,Abdul Rahman Baba,18553,0.28302706932106364,32.0,38.0,6.0,0.20959,D,0,0,0.043659333333333335
