sportmonks_fixture_id,fixture_id,player_id,player_name,team_id,match_position,starter,captain,match_minutes,match_goals,match_assists,match_shots,match_shots_on_target,match_xg,league_id,season_id,match_date,goals_last_3,goals_last_5,goals_last_10,assists_last_5,minutes_last_5,starts_last_5,shots_last_5,shots_on_target_last_5,xg_last_5,xg_last_10,goals_per_90,xg_per_90,starter_probability,recent_form_score,position,position_group,formation,lineup_available,lineup_quality_score,starting_xi_json,bench_json,goalkeeper_player_id,expected_minutes,lineup_status,team_strength_proxy,opponent_defense_proxy,target_anytime,first_goal_player_id,target_first_goal,target_most_likely,split,implied_probability_anytime,odds_anytime,implied_probability_first,odds_first,api_football_fixture_id,has_goalscorer_odds
19609149,19609149,7124,Ezri Konsa,18645,DEF,True,False,90,0,0,0,1,0.8073,732,26618,2026-06-17 20:00:00+00:00,0,2,2,0,471,5,0,2,0.0,0.0,0.3822,0.0,1.0,1.8,DEF,DEF,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,90.0,starter,0.284176,0.5769230769230769,0,37550680.0,0,0,test,0.086247,11.666666666666666,0.03748133333333333,27.0,1489384,1
19609149,19609149,12145,Ollie Watkins,18645,,False,False,0,0,0,0,0,,732,26618,2026-06-17 20:00:00+00:00,1,4,5,1,445,5,0,7,0.0,0.2271,0.809,0.0,1.0,3.4667,,,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,90.0,bench,0.284176,0.5769230769230769,0,37550680.0,0,0,test,0.4000000000000001,2.5,0.194472,5.183333333333334,1489384,1
19609149,19609149,12647,Dean Henderson,18645,,False,False,0,0,0,0,0,,732,26618,2026-06-17 20:00:00+00:00,0,0,0,0,482,5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,90.0,bench,0.284176,0.5769230769230769,0,37550680.0,0,0,test,,,,,1489384,0
19609149,19609149,31002,Ivan Perišić,18588,MID,True,False,102,0,1,0,0,,732,26618,2026-06-17 20:00:00+00:00,0,1,2,1,291,4,0,3,1.2344,1.5582,0.3093,0.3818,0.8,1.6091,MID,MID,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,75.6,starter,0.14766923076923077,0.96,0,37550680.0,0,0,test,0.15615633333333334,6.466666666666666,0.06825433333333335,14.666666666666666,1489384,1
19609149,19609149,36681,Marin Pongracic,18588,,False,False,0,0,0,0,0,,732,26618,2026-06-17 20:00:00+00:00,1,1,1,0,339,3,0,1,0.0,0.0773,0.2655,0.0,0.6,0.6,,,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,61.2,bench,0.14766923076923077,0.96,0,37550680.0,0,0,test,0.03580933333333333,28.0,0.015638,69.0,1489384,1
19609149,19609149,52573,Duje Caleta-Car,18588,,False,False,0,0,0,0,0,,732,26618,2026-06-17 20:00:00+00:00,0,0,0,0,143,1,0,0,0.0,0.0822,0.0,0.0,0.2,0.0,,,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,32.4,bench,0.14766923076923077,0.96,0,37550680.0,0,0,test,0.04958066666666666,20.333333333333332,0.021405333333333332,47.333333333333336,1489384,1
19609149,19609149,73147,Mateo Kovacic,18588,,False,False,32,0,0,0,1,0.1116,732,26618,2026-06-17 20:00:00+00:00,0,0,1,0,83,0,0,1,0.105,0.762,0.0,0.1139,0.0,0.0295,,,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,18.0,bench,0.14766923076923077,0.96,0,37550680.0,0,0,test,0.086247,11.666666666666666,0.03687766666666667,27.333333333333332,1489384,1
19609149,19609149,73603,Mario Pašalić,18588,MID,True,False,78,0,0,0,0,0.0218,732,26618,2026-06-17 20:00:00+00:00,2,2,2,1,399,4,0,5,0.0,0.0,0.4511,0.0,0.8,1.1333,MID,MID,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,75.6,starter,0.14766923076923077,0.96,0,37550680.0,0,0,test,0.109439,9.25,0.048412666666666666,20.666666666666668,1489384,1
19609149,19609149,74957,Nikola Moro,18588,,False,False,0,0,0,0,0,,732,26618,2026-06-17 20:00:00+00:00,0,0,0,0,228,2,0,1,0.0,0.2109,0.0,0.0,0.4,0.0,,,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,46.8,bench,0.14766923076923077,0.96,0,37550680.0,0,0,test,0.07350433333333334,13.666666666666666,0.031953666666666665,31.666666666666668,1489384,1
19609149,19609149,7643,Eberechi Eze,18645,,False,False,0,0,0,0,0,,732,26618,2026-06-17 20:00:00+00:00,0,1,1,0,276,3,0,1,0.0,0.7249,0.3261,0.0,0.6,1.0,,,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,61.2,bench,0.284176,0.5769230769230769,0,37550680.0,0,0,test,0.238353,4.203333333333333,0.11052633333333334,9.200000000000001,1489384,1
19609149,19609149,332047,Elliot Anderson,18645,MID,True,False,90,0,1,0,0,0.0002,732,26618,2026-06-17 20:00:00+00:00,0,0,0,0,423,4,0,2,0.0,0.1115,0.0,0.0,0.8,0.0,MID,MID,,True,0.800,"[   73721  3862426 24838191   540711      268    31002    73603 37550680
 37683059 37657587    74250     1826     7124 37562487     5273      982
   332047      997 37255840  9611543 25217662   581220]","[   36681    52573    74957    73147     1232    34700 20355429    73906
    74121 37543226 37417027 22528446   540162  3862681   133712  4536500
 16827155     1878    12647      323     2815 37540234  4592198    12145
     7643     4341 28575686  7026573 37259163]",1826.0,75.6,starter,0.284176,0.5769230769230769,0,37550680.0,0,0,test,0.12062533333333332,8.299999999999999,0.05396833333333334,19.0,1489384,1
19609167,19609167,37438667,Kamaldeen Sulemana,18553,MID,True,False,58,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,229,2,0,1,0.2875,0.5949,0.0,0.113,0.4,0.1437,MID,MID,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,46.8,starter,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.21481466666666668,4.666666666666667,0.10370366666666668,9.666666666666666,1489385,1
19609167,19609167,15076349,Joseph Anang,18553,,False,False,0,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,511,5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,90.0,bench,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,,,,,1489385,0
19609167,19609167,37678433,Kojo Peprah Oppong,18553,,False,False,0,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,296,3,0,0,0.0206,0.0206,0.0,0.0063,0.6,0.0044,,,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,61.2,bench,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.06944433333333334,16.0,0.03199766666666667,31.666666666666668,1489385,1
19609167,19609167,37633249,Jonas Adjetey,18553,DEF,True,False,90,0,0,0,1,0.1067,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,374,4,0,2,0.2812,0.2903,0.0,0.0677,0.8,0.0341,DEF,DEF,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,75.6,starter,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.06699366666666667,15.333333333333334,0.032133,34.333333333333336,1489385,1
19609167,19609167,10990678,Antoine Semenyo,18553,FWD,True,False,107,0,0,0,0,0.2088,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,104,1,0,2,0.0,0.0,0.0,0.0,0.5,0.0,FWD,FWD,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,54.0,starter,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.329749,3.033333333333333,0.16317,6.166666666666667,1489385,1
19609167,19609167,37585365,Prince Adu,18553,,False,False,3,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,1,0,264,2,0,3,0.1618,1.1558,0.0,0.0552,0.4,0.0747,,,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,46.8,bench,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.266667,3.75,0.12818266666666667,7.8999999999999995,1489385,1
19609167,19609167,1494704,Jerome Opoku,18553,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,153,1,0,0,0.1386,0.1386,0.0,0.0815,0.25,0.0208,DEF,DEF,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,36.0,starter,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.09444433333333334,10.666666666666666,0.04485833333333333,22.333333333333332,1489385,1
19609167,19609167,37614052,Ernest Nuamah,18553,FWD,True,False,58,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,2,3,3,0,336,4,0,7,2.6154,2.9324,0.8036,0.7006,0.8,1.8317,FWD,FWD,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,75.6,starter,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.222222,4.5,0.10833333333333334,9.333333333333334,1489385,1
19609167,19609167,512926,José Luis Rodríguez,18717,FWD,True,False,80,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,FWD,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,18.0,starter,0.007657692307692308,0.16,0,37762150.0,0,0,test,0.153846,6.5,0.066667,15.0,1489385,1
19609167,19609167,512560,Amir Murillo,18717,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,372,4,0,1,0.1941,0.1941,0.0,0.047,0.8,0.0776,DEF,DEF,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,75.6,starter,0.007657692307692308,0.16,0,37762150.0,0,0,test,0.111111,9.0,0.064516,15.5,1489385,1
19609167,19609167,433075,Elisha Owusu,18553,MID,True,False,78,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,MID,MID,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,18.0,starter,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.10555566666666667,10.333333333333334,0.04842133333333334,21.0,1489385,1
19609167,19609167,186801,Iñaki Williams,18553,,False,False,0,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,1,0,268,4,0,1,0.3231,0.9069,0.0,0.1085,0.8,0.1478,,,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,75.6,bench,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.27544366666666664,3.6666666666666665,0.133333,7.5,1489385,1
19609167,19609167,25332,Derrick Luckassen,18553,,False,False,0,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,1,1,0,459,5,0,1,0.2874,0.4007,0.1961,0.0564,1.0,1.1368,,,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,90.0,bench,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.09393933333333333,10.666666666666666,0.044689,23.166666666666668,1489385,1
19609167,19609167,4267,Abdul Rahman Baba,18553,,False,False,0,0,0,0,0,,732,26618,2026-06-17 23:00:00+00:00,0,0,1,0,402,4,0,0,0.0053,0.6956,0.0,0.0012,0.8,0.0018,,,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,75.6,bench,0.039987999999999996,0.038461538461538464,0,37762150.0,0,0,test,0.07008566666666667,14.333333333333334,0.03475966666666667,30.0,1489385,1
19609167,19609167,512975,César Blackman,18717,MID,True,False,90,0,0,0,1,0.0612,732,26618,2026-06-17 23:00:00+00:00,1,1,1,0,452,5,0,1,0.1836,0.5991,0.1991,0.0366,1.0,0.2348,MID,MID,,True,0.800,"[   52721 37762150 37633249     1038 10990678    54303   433075  1494704
 37438667 37614052 36481539   512975 24837496   262495   512926    74223
   513105 23738861   513103   257278   512165   512560]","[37407284    84558 37560897  4969726     9543 15076349 37687848 37734713
     4267   186801 37594329 37678433    25332 37585365    96066   162794
 37582479   512743   513107   162499   512318   181412  1854954   187907
   113930   512882 37548268   238030   512751]",512165.0,90.0,starter,0.007657692307692308,0.16,0,37762150.0,0,0,test,0.07222233333333333,14.0,0.035481000000000006,29.666666666666668,1489385,1
19609165,19609165,37623459,Abdukodir Khusanov,18745,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-18 02:00:00+00:00,0,0,0,0,371,4,0,0,0.0,0.0762,0.0,0.0,0.8,0.0,DEF,DEF,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,75.6,starter,0.06181153846153846,0.34615384615384615,0,524045.0,0,0,test,0.03731866666666667,28.666666666666668,0.015078333333333332,66.33333333333333,1489386,1
19609165,19609165,37402349,Richard Ríos,18720,,False,False,10,0,0,0,0,,732,26618,2026-06-18 02:00:00+00:00,1,1,1,1,404,4,0,4,0.6083,1.2244,0.2228,0.1355,0.8,1.1989,,,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,75.6,bench,0.07180384615384615,0.07692307692307693,0,524045.0,0,0,test,0.17662333333333335,5.8999999999999995,0.07350433333333334,13.666666666666666,1489386,1
19609165,19609165,524045,Daniel Muñoz,18720,DEF,True,False,90,1,0,0,1,0.4028,732,26618,2026-06-18 02:00:00+00:00,0,0,0,1,478,5,0,1,0.0,0.0251,0.0,0.0,1.0,0.5333,DEF,DEF,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,90.0,starter,0.07180384615384615,0.07692307692307693,1,524045.0,1,0,test,0.16003533333333333,6.266666666666667,0.06820166666666667,15.166666666666666,1489386,1
19609165,19609165,330582,Eldor Shomurodov,18745,FWD,True,True,90,0,0,0,1,0.1266,732,26618,2026-06-18 02:00:00+00:00,0,0,0,1,355,3,0,0,0.3733,0.3733,0.0,0.0946,0.6,0.5209,FWD,FWD,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,61.2,starter,0.06181153846153846,0.34615384615384615,0,524045.0,0,0,test,0.20996166666666669,4.783333333333333,0.08937733333333335,11.583333333333334,1489386,1
19609165,19609165,313828,Igor Sergeev,18745,,False,False,8,0,0,0,0,,732,26618,2026-06-18 02:00:00+00:00,2,2,2,0,112,1,0,0,0.0,0.0,1.6071,0.0,0.5,2.0,,,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,54.0,bench,0.06181153846153846,0.34615384615384615,0,524045.0,0,0,test,0.18055566666666667,5.6000000000000005,0.07953233333333333,13.166666666666666,1489386,1
19609165,19609165,241036,Luis Díaz,18720,FWD,True,False,98,1,1,0,1,0.6786,732,26618,2026-06-18 02:00:00+00:00,2,4,7,1,466,5,0,5,0.0,0.9966,0.7725,0.0,1.0,3.4667,FWD,FWD,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,90.0,starter,0.07180384615384615,0.07692307692307693,1,524045.0,0,0,test,0.465608,2.15,0.22067199999999998,4.55,1489386,1
19609165,19609165,37509454,Abbosbek Fayzullaev,18745,FWD,True,False,77,1,0,0,1,0.9568,732,26618,2026-06-18 02:00:00+00:00,0,0,0,0,52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,FWD,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,18.0,starter,0.06181153846153846,0.34615384615384615,1,524045.0,0,1,test,0.122549,8.166666666666666,0.051354000000000004,19.666666666666668,1489386,1
19609165,19609165,240195,Cucho Hernández,18720,,False,False,21,0,1,0,0,,732,26618,2026-06-18 02:00:00+00:00,2,2,3,1,357,4,0,7,0.0,0.9653,0.5042,0.0,0.8,1.4,,,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,75.6,bench,0.07180384615384615,0.07692307692307693,0,524045.0,0,0,test,0.451178,2.216666666666667,0.2136546666666667,4.716666666666667,1489386,1
19609165,19609165,237695,Jhon Lucumí,18720,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-18 02:00:00+00:00,0,0,0,1,501,5,0,2,0.0,0.6479,0.0,0.0,1.0,0.1333,DEF,DEF,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,90.0,starter,0.07180384615384615,0.07692307692307693,0,524045.0,0,0,test,0.09135800000000001,11.166666666666666,0.038974666666666664,25.666666666666668,1489386,1
19609165,19609165,186766,Jefferson Lerma,18720,MID,True,False,106,0,0,0,0,0.0001,732,26618,2026-06-18 02:00:00+00:00,0,0,0,0,88,0,0,0,0.0,0.0546,0.0,0.0,0.0,0.0,MID,MID,,True,0.800,"[  524045   237695   241036    96091   785373   235984 37578441   186766
   186437    26294   240244   330632 37623459   330673 11322034   330674
   788936 21437431   330582 37740949 37509454 37693474]","[    1443    25137 37546144 37402349   189635    32652   220040   240386
   786813   240195    97255   468327   237316   223782 37611555   788935
   330624   329881   330622 37568064  6013440   515685   515973   330573
   330702  1482476   313828 37626887  4598974 37622188]",330632.0,18.0,starter,0.07180384615384615,0.07692307692307693,0,524045.0,0,0,test,0.14065933333333333,7.25,0.05882400000000001,17.0,1489386,1
