sportmonks_fixture_id,fixture_id,player_id,player_name,team_id,match_position,starter,captain,match_minutes,match_goals,match_assists,match_shots,match_shots_on_target,match_xg,league_id,season_id,match_date,goals_last_3,goals_last_5,goals_last_10,assists_last_5,minutes_last_5,starts_last_5,shots_last_5,shots_on_target_last_5,xg_last_5,xg_last_10,goals_per_90,xg_per_90,starter_probability,recent_form_score,position,position_group,formation,lineup_available,lineup_quality_score,starting_xi_json,bench_json,goalkeeper_player_id,expected_minutes,lineup_status,team_strength_proxy,opponent_defense_proxy,target_anytime,first_goal_player_id,target_first_goal,target_most_likely,split,implied_probability_anytime,odds_anytime,implied_probability_first,odds_first,api_football_fixture_id,has_goalscorer_odds
19609160,19609160,37341836,Marko Stamenić,18613,MID,True,False,98,0,0,0,0,0.0013,732,26618,2026-06-16 01:00:00+00:00,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,MID,MID,,True,0.800,"[   11695   273373   261737   324518 37341836      914   324539  5640904
   324712 37350663  5967839   297357   296612   170516   170468 37261879
   297354   191286 37601811  3533201   295910   296300]","[  323990 37708644 24469041   324327 23717807   107911 10275906 37341835
 37341839   324785    25161  1488819 37680617     2069 37324825    35322
    25147  2816023   297293  1479663   297330   297117   297336  5641074
 37600244   297496   418401 37684730 37700573]",297357.0,18.0,starter,0.039104,0.07692307692307693,0,5640904.0,0,0,test,0.07008566666666667,14.333333333333334,0.03475966666666667,30.0,1489378,1
19609160,19609160,914,Chris Wood,18613,FWD,True,True,101,0,2,0,2,0.0984,732,26618,2026-06-16 01:00:00+00:00,1,2,2,0,246,4,0,3,0.79,0.79,0.7317,0.289,0.8,1.795,FWD,FWD,,True,0.800,"[   11695   273373   261737   324518 37341836      914   324539  5640904
   324712 37350663  5967839   297357   296612   170516   170468 37261879
   297354   191286 37601811  3533201   295910   296300]","[  323990 37708644 24469041   324327 23717807   107911 10275906 37341835
 37341839   324785    25161  1488819 37680617     2069 37324825    35322
    25147  2816023   297293  1479663   297330   297117   297336  5641074
 37600244   297496   418401 37684730 37700573]",297357.0,75.6,starter,0.039104,0.07692307692307693,0,5640904.0,0,0,test,0.250583,4.036666666666666,0.12482,8.366666666666667,1489378,1
19609160,19609160,297354,Mehdi Taremi,18652,FWD,True,True,80,0,0,0,0,0.2175,732,26618,2026-06-16 01:00:00+00:00,1,2,3,2,331,4,0,3,0.4033,0.6055,0.5438,0.1097,0.8,2.4502,FWD,FWD,,True,0.800,"[   11695   273373   261737   324518 37341836      914   324539  5640904
   324712 37350663  5967839   297357   296612   170516   170468 37261879
   297354   191286 37601811  3533201   295910   296300]","[  323990 37708644 24469041   324327 23717807   107911 10275906 37341835
 37341839   324785    25161  1488819 37680617     2069 37324825    35322
    25147  2816023   297293  1479663   297330   297117   297336  5641074
 37600244   297496   418401 37684730 37700573]",297357.0,75.6,starter,0.020915384615384613,0.12,0,5640904.0,0,0,test,0.34084000000000003,2.9499999999999997,0.1774703333333333,5.816666666666666,1489378,1
19609143,19609143,5270371,Aurélien Tchouaméni,18647,MID,True,False,90,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,1,1,1,493,5,0,3,0.0,0.1965,0.1826,0.0,1.0,1.0667,MID,MID,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,starter,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.13445366666666667,7.5,0.054135666666666665,18.5,1489383,1
19609143,19609143,5666458,Maxence Lacroix,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,1,1,422,5,0,0,0.0,0.0,0.0,0.0,1.0,0.4,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.106209,9.666666666666666,0.04287433333333334,23.333333333333332,1489383,1
19609143,19609143,17544737,William Saliba,18647,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,488,5,0,0,0.0,0.097,0.0,0.0,1.0,0.0,DEF,DEF,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,starter,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.08750000000000001,12.0,0.033405333333333335,30.0,1489383,1
19609143,19609143,21072805,Rayan Cherki,18647,,False,False,3,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,1,2,5,0,366,4,0,6,0.5126,3.0101,0.4918,0.126,0.8,1.5838,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.310948,3.216666666666667,0.12971333333333335,7.833333333333333,1489383,1
19609143,19609143,23738800,Manu Koné,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,130,3,0,0,0.0321,0.1135,0.0,0.0222,0.6,0.016,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,61.2,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.140845,7.1,0.068966,14.5,1489383,1
19609143,19609143,24799984,Michael Olise,18647,MID,True,False,90,0,2,0,2,0.1995,732,26618,2026-06-16 19:00:00+00:00,2,4,4,2,484,5,0,11,0.0,1.3083,0.7438,0.0,1.0,4.2,MID,MID,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,starter,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.3602726666666667,2.796666666666667,0.153846,6.5,1489383,1
19609143,19609143,37317367,Malo Gusto,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,1,1,1,0,306,4,0,1,0.0707,0.0723,0.2941,0.0208,0.8,0.2212,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.09444433333333334,10.666666666666666,0.03687766666666667,27.333333333333332,1489383,1
19609143,19609143,37317369,Bradley Barcola,18647,,False,False,10,1,0,0,1,0.2247,732,26618,2026-06-16 19:00:00+00:00,0,1,2,1,189,1,0,3,0.0,0.4669,0.4762,0.0,0.2,1.5333,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,32.4,bench,0.2252,0.3076923076923077,1,96611.0,0,0,test,0.332013,3.016666666666667,0.14080466666666666,7.266666666666667,1489383,1
19609143,19609143,37342694,Pape Matar Sarr,18558,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,400,4,0,2,0.4535,0.6735,0.0,0.102,0.8,0.1633,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,bench,0.06616538461538461,1.0,0,96611.0,0,0,test,0.10269566666666667,9.75,0.04151433333333334,24.333333333333332,1489383,1
19609143,19609143,37532344,Mamadou Sarr,18558,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,244,3,0,0,0.0,0.0,0.0,0.0,0.6,0.0,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,61.2,bench,0.06616538461538461,1.0,0,96611.0,0,0,test,0.048977,20.666666666666668,0.020479333333333332,49.0,1489383,1
19609143,19609143,37540621,Nicolas Jackson,18558,FWD,True,False,83,0,0,0,0,0.0540,732,26618,2026-06-16 19:00:00+00:00,0,0,1,0,33,0,0,1,0.0,0.1083,0.0,0.0,0.0,0.0,FWD,FWD,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,18.0,starter,0.06616538461538461,1.0,0,96611.0,0,0,test,0.21127266666666666,4.733333333333333,0.08461533333333333,12.0,1489383,1
19609143,19609143,37569271,Antoine Mendy,18558,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,329,3,0,1,0.0549,0.1143,0.0,0.015,0.6,0.0133,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,61.2,bench,0.06616538461538461,1.0,0,96611.0,0,0,test,0.05023966666666666,20.0,0.021405333333333332,47.333333333333336,1489383,1
19609143,19609143,37590938,Désiré Doué,18647,FWD,True,False,93,0,0,0,1,0.0498,732,26618,2026-06-16 19:00:00+00:00,0,1,3,2,422,5,0,5,0.0,0.0003,0.2133,0.0,1.0,1.8,FWD,FWD,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,starter,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.359383,2.783333333333333,0.15270933333333334,6.6000000000000005,1489383,1
19609143,19609143,37593237,Warren Zaïre-Emery,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,358,4,0,0,0.0,0.099,0.0,0.0,0.8,0.0,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.135837,7.366666666666667,0.054734666666666675,18.833333333333332,1489383,1
19609143,19609143,37685630,El Hadji Malick Diouf,18558,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,1,441,4,0,2,0.174,0.6567,0.0,0.0355,0.8,0.1761,DEF,DEF,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,starter,0.06616538461538461,1.0,0,96611.0,0,0,test,0.07407433333333334,13.75,0.030752666666666668,35.0,1489383,1
19609143,19609143,3861304,Ismail Jakobs,18558,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,462,5,0,0,0.0,0.0291,0.0,0.0,1.0,0.0,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.06616538461538461,1.0,0,96611.0,0,0,test,0.052182,19.166666666666668,0.022081,46.333333333333336,1489383,1
19609143,19609143,37530901,Maghnes Akliouche,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,1,1,1,1,407,5,0,5,1.593,3.233,0.2211,0.3523,1.0,1.1894,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.237298,4.22,0.10101,10.083333333333334,1489383,1
19609143,19609143,2511096,Pathé Ciss,18558,,False,False,11,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,501,5,0,2,0.0,0.0,0.0,0.0,1.0,0.0,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.06616538461538461,1.0,0,96611.0,0,0,test,0.085185,11.75,0.03410066666666667,30.333333333333332,1489383,1
19609143,19609143,37642676,Lamine Camara,18558,FWD,True,False,82,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,435,5,0,1,0.2301,0.2388,0.0,0.0476,1.0,0.0936,FWD,FWD,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,starter,0.06616538461538461,1.0,0,96611.0,0,0,test,0.09064299999999999,11.166666666666666,0.036702000000000005,29.166666666666668,1489383,1
19609143,19609143,430403,Krépin Diatta,18558,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,1,372,4,0,1,0.2664,0.2664,0.0,0.0645,0.8,0.5066,DEF,DEF,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,starter,0.06616538461538461,1.0,0,96611.0,0,0,test,0.083333,12.0,0.03294133333333333,31.0,1489383,1
19609143,19609143,1193,N'Golo Kanté,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,174,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.12537966666666667,8.033333333333333,0.051974,20.166666666666668,1489383,1
19609143,19609143,32403,Ousmane Dembélé,18647,FWD,True,False,86,0,0,0,0,0.0246,732,26618,2026-06-16 19:00:00+00:00,4,6,7,1,447,5,0,8,0.0,1.4138,1.2081,0.0,1.0,3.8,FWD,FWD,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,starter,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.387786,2.58,0.16923066666666667,6.0,1489383,1
19609143,19609143,33685,Dayot Upamecano,18647,DEF,True,False,90,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,1,1,1,1,369,4,0,2,0.0,0.1248,0.2439,0.0,0.8,0.8,DEF,DEF,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,starter,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.08807566666666666,11.416666666666666,0.035481000000000006,29.666666666666668,1489383,1
19609143,19609143,433169,Pape Gueye,18558,MID,True,False,83,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,364,4,0,3,0.4336,0.5645,0.0,0.1072,0.8,0.1744,MID,MID,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,starter,0.06616538461538461,1.0,0,96611.0,0,0,test,0.117647,8.5,0.048033,21.166666666666668,1489383,1
19609143,19609143,95368,Lucas Digne,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,1,445,5,0,1,0.0,0.0012,0.0,0.0,1.0,0.5333,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.083333,12.0,0.033497,30.666666666666668,1489383,1
19609143,19609143,96611,Kylian Mbappé,18647,FWD,True,True,90,2,0,0,4,1.2281,732,26618,2026-06-16 19:00:00+00:00,2,4,10,1,411,4,0,10,0.8212,4.1545,0.8759,0.1798,0.8,3.5439,FWD,FWD,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,starter,0.2252,0.3076923076923077,1,96611.0,1,1,test,0.527293,1.8966666666666665,0.24920266666666668,4.053333333333334,1489383,1
19609143,19609143,96722,Ismaïla Sarr,18558,MID,True,False,81,0,0,0,0,0.4578,732,26618,2026-06-16 19:00:00+00:00,2,4,7,0,473,5,0,6,0.0,0.0119,0.7611,0.0,1.0,2.8,MID,MID,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,starter,0.06616538461538461,1.0,0,96611.0,0,0,test,0.16208766666666666,6.2,0.06699366666666667,15.333333333333334,1489383,1
19609143,19609143,96950,Jean-Philippe Mateta,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,1,2,2,2,352,5,0,6,0.0,1.521,0.5114,0.0,1.0,2.2667,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.387786,2.58,0.16923066666666667,6.0,1489383,1
19609143,19609143,64188,Cherif Ndiaye,18558,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,2,2,4,1,360,4,0,3,0.0,1.2512,0.5,0.0,0.8,1.4667,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,bench,0.06616538461538461,1.0,0,96611.0,0,0,test,0.19213400000000003,5.233333333333333,0.077778,13.333333333333334,1489383,1
19609143,19609143,99000,Marcus Thuram,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,2,0,381,4,0,2,0.6528,2.7977,0.0,0.1542,0.8,0.2651,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.4146993333333333,2.4233333333333333,0.18294033333333334,5.466666666666666,1489383,1
19609143,19609143,99157,Yehvann Diouf,18558,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,0,0,382,4,0,0,0.0,0.0,0.0,0.0,0.8,0.0,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,75.6,bench,0.06616538461538461,1.0,0,96611.0,0,0,test,,,,,1489383,0
19609143,19609143,100556,Ibrahima Konaté,18647,,False,False,0,0,0,0,0,,732,26618,2026-06-16 19:00:00+00:00,0,0,1,0,482,5,0,2,0.0,0.8001,0.0,0.0,1.0,0.0,,,,True,0.800,"[   61806     1030 37642676     1389 37540621   430403    99137    96722
    98874 37685630   433169    33685   337394    32403  5270371    96611
 24799984    95694    96227 17544737   186995 37590938]","[   99157 37532344   153244  2511096 37674290 37541438    64188 23661272
  3861304 37342694 37726575 37581992 38212654   162164 37569271    96030
 37317367    95368 23738800    99000 37317369     1193   100556 37593237
   186797    96950 37608935 21072805 37530901  5666458]",96227.0,90.0,bench,0.2252,0.3076923076923077,0,96611.0,0,0,test,0.07638866666666667,13.333333333333334,0.030024666666666668,33.333333333333336,1489383,1
