symbol,side,opened_at,closed_at,lot,pnl,close_reason,loss_streak_after
EURUSD,BUY,2026-04-01T06:43:00.360000,2026-04-01T06:43:30.373000,0.01,-0.12999999999996348,time_exit,1
EURUSD,BUY,2026-04-01T06:44:00.163000,2026-04-01T06:44:30.416000,0.02,-0.05999999999994898,time_exit,2
EURUSD,BUY,2026-04-01T06:45:00.385000,2026-04-01T06:45:23.453000,0.04,0.4100000000002435,stop_loss,0
EURUSD,BUY,2026-04-01T06:46:00.005000,2026-04-01T06:46:30.525000,0.01,-0.17999999999984695,time_exit,1
EURUSD,BUY,2026-04-01T06:47:00.117000,2026-04-01T06:47:30.148000,0.02,0.3900000000003345,time_exit,0
EURUSD,BUY,2026-04-01T06:48:00.178000,2026-04-01T06:48:30.414000,0.01,-0.050000000000105516,time_exit,1
EURUSD,BUY,2026-04-01T06:49:00.973000,2026-04-01T06:49:31.611000,0.02,-0.4600000000003491,time_exit,2
EURUSD,BUY,2026-04-01T06:54:00.284000,2026-04-01T06:54:30.713000,0.04,0.32000000000032003,time_exit,0
EURUSD,BUY,2026-04-01T06:55:00.065000,2026-04-01T06:55:31.183000,0.01,0.0700000000000145,time_exit,0
EURUSD,BUY,2026-04-01T06:56:00.095000,2026-04-01T06:56:31.417000,0.01,0.0,time_exit,0
EURUSD,BUY,2026-04-01T06:57:00.033000,2026-04-01T06:57:30.126000,0.01,-0.11999999999989797,time_exit,1
EURUSD,BUY,2026-04-01T06:58:00.673000,2026-04-01T06:58:14.701000,0.02,0.24000000000001798,stop_loss,0
EURUSD,BUY,2026-04-01T06:58:30.141000,2026-04-01T06:59:00.291000,0.01,0.0,time_exit,0
EURUSD,BUY,2026-04-01T06:59:31.158000,2026-04-01T07:00:01.259000,0.01,0.09999999999998899,time_exit,0
EURUSD,BUY,2026-04-01T07:00:30.168000,2026-04-01T07:01:00.366000,0.01,0.09999999999998899,time_exit,0
EURUSD,BUY,2026-04-01T07:01:30.007000,2026-04-01T07:02:00.171000,0.01,-0.2500000000000835,time_exit,1
EURUSD,BUY,2026-04-01T07:15:00.198000,2026-04-01T07:15:30.895000,0.02,-0.280000000000058,time_exit,2
EURUSD,BUY,2026-04-01T07:17:00.848000,2026-04-01T07:17:31.618000,0.04,0.0,time_exit,2
EURUSD,BUY,2026-04-01T07:18:00.053000,2026-04-01T07:18:31.402000,0.04,-0.5999999999994898,time_exit,3
EURUSD,BUY,2026-04-01T07:19:00.529000,2026-04-01T07:19:30.703000,0.08,-1.1999999999989797,time_exit,3
EURUSD,BUY,2026-04-01T07:20:01.284000,2026-04-01T07:20:33.905000,0.08,2.1399999999995867,time_exit,0
EURUSD,BUY,2026-04-01T07:21:00.156000,2026-04-01T07:21:34.715000,0.01,0.05999999999994898,time_exit,0
EURUSD,BUY,2026-04-01T07:22:00.458000,2026-04-01T07:22:36.222000,0.01,-0.11999999999989797,time_exit,1
EURUSD,BUY,2026-04-01T07:23:00.335000,2026-04-01T07:23:27.515000,0.02,-0.6949496672161715,stop_loss,2
EURUSD,BUY,2026-04-01T07:24:01.136000,2026-04-01T07:24:31.389000,0.04,-0.43999999999932987,time_exit,3
EURUSD,BUY,2026-04-01T07:28:00.069000,2026-04-01T07:28:31.366000,0.08,0.23999999999979593,time_exit,0
EURUSD,BUY,2026-04-01T07:29:00.826000,2026-04-01T07:29:34.177000,0.01,-0.02999999999997449,time_exit,1
EURUSD,BUY,2026-04-01T07:30:00.234000,2026-04-01T07:30:31.891000,0.02,-0.020000000000131024,time_exit,2
EURUSD,BUY,2026-04-01T07:31:00.148000,2026-04-01T07:31:30.937000,0.04,-0.5199999999998539,time_exit,3
EURUSD,BUY,2026-04-01T07:32:00.502000,2026-04-01T07:32:31.079000,0.08,-1.2800000000012801,time_exit,3
EURUSD,BUY,2026-04-01T07:34:02.001000,2026-04-01T07:34:32.362000,0.08,-0.560000000000116,time_exit,3
EURUSD,BUY,2026-04-01T07:39:00.172000,2026-04-01T07:39:14.613000,0.08,-2.8344559312643014,stop_loss,3
EURUSD,BUY,2026-04-01T07:44:03.008000,2026-04-01T07:44:33.929000,0.08,0.6399999999988637,time_exit,0
EURUSD,BUY,2026-04-01T07:45:00.085000,2026-04-01T07:45:30.112000,0.01,0.040000000000040004,time_exit,0
EURUSD,BUY,2026-04-01T07:46:01.438000,2026-04-01T07:46:31.857000,0.01,0.26999999999999247,time_exit,0
EURUSD,BUY,2026-04-01T07:47:00.286000,2026-04-01T07:47:30.564000,0.01,0.11000000000005448,time_exit,0
EURUSD,BUY,2026-04-01T07:48:02.376000,2026-04-01T07:48:21.574000,0.01,-0.4168906789638882,stop_loss,1
EURUSD,BUY,2026-04-01T08:10:00.287000,2026-04-01T08:10:31.353000,0.02,-0.17999999999984695,time_exit,2
EURUSD,BUY,2026-04-01T08:16:00.357000,2026-04-01T08:16:30.502000,0.04,0.04000000000026205,time_exit,0
EURUSD,BUY,2026-04-01T08:17:01.400000,2026-04-01T08:17:31.856000,0.01,0.19999999999997797,time_exit,0
EURUSD,BUY,2026-04-01T08:18:00.390000,2026-04-01T08:18:30.397000,0.01,0.02999999999997449,time_exit,0
EURUSD,BUY,2026-04-01T08:19:00.278000,2026-04-01T08:19:31.905000,0.01,-0.12999999999996348,time_exit,1
EURUSD,BUY,2026-04-01T08:20:01.123000,2026-04-01T08:20:35.688000,0.02,0.11999999999989797,time_exit,0
EURUSD,BUY,2026-04-01T08:21:00.099000,2026-04-01T08:21:30.199000,0.01,0.02999999999997449,time_exit,0
EURUSD,BUY,2026-04-01T08:22:00.393000,2026-04-01T08:22:31.668000,0.01,0.01999999999990898,time_exit,0
EURUSD,BUY,2026-04-01T08:23:03.214000,2026-04-01T08:23:33.967000,0.01,0.0,time_exit,0
EURUSD,BUY,2026-04-01T08:24:00.134000,2026-04-01T08:24:30.231000,0.01,0.09999999999998899,time_exit,0
EURUSD,BUY,2026-04-01T08:25:00.008000,2026-04-01T08:25:31.543000,0.01,0.01999999999990898,time_exit,0
EURUSD,BUY,2026-04-01T08:26:00.201000,2026-04-01T08:26:33.325000,0.01,0.049999999999883464,time_exit,0
EURUSD,BUY,2026-04-01T08:29:00.246000,2026-04-01T08:29:30.838000,0.01,-0.02999999999997449,time_exit,1
EURUSD,BUY,2026-04-01T08:30:00.075000,2026-04-01T08:30:05.531000,0.02,0.2300000000001745,stop_loss,0
EURUSD,BUY,2026-04-01T08:30:31.076000,2026-04-01T08:31:01.205000,0.01,0.049999999999883464,time_exit,0
EURUSD,BUY,2026-04-01T08:36:00.224000,2026-04-01T08:36:30.554000,0.01,-0.14999999999987246,time_exit,1
EURUSD,BUY,2026-04-01T08:37:00.158000,2026-04-01T08:37:32.659000,0.02,-0.140000000000029,time_exit,2
