symbol,side,opened_at,closed_at,lot,pnl,close_reason,loss_streak_after
EURUSD,SELL,2026-04-02T07:42:30.381000,2026-04-02T07:43:00.386000,0.02,0.25999999999992696,time_exit,0
EURUSD,SELL,2026-04-02T07:43:34.102000,2026-04-02T07:44:04.434000,0.01,-0.08999999999992347,time_exit,1
EURUSD,SELL,2026-04-02T10:20:00.720000,2026-04-02T10:20:30.728000,0.02,-0.04000000000026205,time_exit,2
EURUSD,SELL,2026-04-02T10:21:01.858000,2026-04-02T10:21:43.305000,0.04,-0.0800000000005241,time_exit,3
EURUSD,SELL,2026-04-02T10:22:04.661000,2026-04-02T10:22:35.087000,0.08,-1.0400000000014842,time_exit,3
EURUSD,SELL,2026-04-02T10:23:02.556000,2026-04-02T10:23:41.263000,0.08,-0.7999999999999119,time_exit,3
EURUSD,SELL,2026-04-02T10:24:00.595000,2026-04-02T10:24:30.863000,0.08,-0.3999999999990677,time_exit,3
EURUSD,SELL,2026-04-02T10:25:00.294000,2026-04-02T10:25:37.362000,0.08,-0.23999999999979593,time_exit,3
EURUSD,SELL,2026-04-02T10:26:00.193000,2026-04-02T10:26:37.956000,0.08,-1.1999999999989797,time_exit,3
EURUSD,SELL,2026-04-02T10:27:36.174000,2026-04-02T10:28:09.098000,0.08,-0.31999999999854367,time_exit,3
EURUSD,SELL,2026-04-02T10:28:32.612000,2026-04-02T10:28:48.674000,0.08,-1.4172735546384985,stop_loss,3
EURUSD,SELL,2026-04-02T10:36:00.394000,2026-04-02T10:36:34.678000,0.08,-0.3999999999990677,time_exit,3
EURUSD,SELL,2026-04-02T10:37:00.651000,2026-04-02T10:37:33.288000,0.08,-0.15999999999927184,time_exit,3
EURUSD,SELL,2026-04-02T10:38:00.322000,2026-04-02T10:38:33.217000,0.08,-0.6400000000006401,time_exit,3
EURUSD,SELL,2026-04-02T10:39:00.179000,2026-04-02T10:39:33.410000,0.08,-0.0800000000005241,time_exit,3
EURUSD,SELL,2026-04-02T10:40:00.161000,2026-04-02T10:40:30.630000,0.08,0.23999999999979593,time_exit,0
EURUSD,SELL,2026-04-02T10:41:01.883000,2026-04-02T10:41:38.663000,0.01,-0.09999999999998899,time_exit,1
EURUSD,SELL,2026-04-02T10:42:01.224000,2026-04-02T10:42:03.184000,0.02,-0.4086230813395986,stop_loss,2
EURUSD,SELL,2026-04-02T10:48:00.604000,2026-04-02T10:48:30.700000,0.04,0.32000000000032003,time_exit,0
EURUSD,SELL,2026-04-02T10:49:05.551000,2026-04-02T10:49:38.113000,0.01,0.0,time_exit,0
EURUSD,SELL,2026-04-02T10:50:00.609000,2026-04-02T10:50:33.849000,0.01,0.02999999999997449,time_exit,0
EURUSD,SELL,2026-04-02T10:51:00.213000,2026-04-02T10:51:30.577000,0.01,0.010000000000065512,time_exit,0
EURUSD,SELL,2026-04-02T10:52:01.475000,2026-04-02T10:52:34.811000,0.01,-0.09999999999998899,time_exit,1
EURUSD,SELL,2026-04-02T10:53:00.966000,2026-04-02T10:53:31.138000,0.02,-0.08000000000008001,time_exit,2
EURUSD,SELL,2026-04-02T10:54:00.304000,2026-04-02T10:54:30.352000,0.04,0.32000000000032003,time_exit,0
EURUSD,SELL,2026-04-02T10:55:05.189000,2026-04-02T10:55:35.265000,0.01,-0.15999999999993797,time_exit,1
EURUSD,SELL,2026-04-02T10:56:00.128000,2026-04-02T10:56:30.177000,0.02,0.0,time_exit,1
EURUSD,SELL,2026-04-02T10:57:01.842000,2026-04-02T10:57:37.200000,0.02,-0.17999999999984695,time_exit,2
EURUSD,SELL,2026-04-02T10:58:02.181000,2026-04-02T10:58:33.201000,0.04,0.0,time_exit,2
EURUSD,SELL,2026-04-02T10:59:01.287000,2026-04-02T10:59:31.462000,0.04,0.0800000000005241,time_exit,0
EURUSD,SELL,2026-04-02T11:00:00.122000,2026-04-02T11:00:33.804000,0.01,-0.01999999999990898,time_exit,1
EURUSD,SELL,2026-04-02T11:01:00.346000,2026-04-02T11:01:34.416000,0.02,-0.140000000000029,time_exit,2
EURUSD,SELL,2026-04-02T11:02:00.874000,2026-04-02T11:02:30.940000,0.04,-0.7599999999996498,time_exit,3
EURUSD,SELL,2026-04-02T11:03:30.165000,2026-04-02T11:04:04.609000,0.08,0.07999999999874774,time_exit,0
EURUSD,SELL,2026-04-02T11:04:30.679000,2026-04-02T11:05:00.814000,0.01,0.02999999999997449,time_exit,0
EURUSD,SELL,2026-04-02T11:05:34.802000,2026-04-02T11:05:41.835000,0.01,0.08000000000008001,stop_loss,0
EURUSD,SELL,2026-04-02T11:06:00.178000,2026-04-02T11:06:31.094000,0.01,-0.03999999999981796,time_exit,1
EURUSD,SELL,2026-04-02T11:07:00.430000,2026-04-02T11:07:33.855000,0.02,-0.020000000000131024,time_exit,2
EURUSD,SELL,2026-04-02T11:08:00.142000,2026-04-02T11:08:26.207000,0.04,-0.849331199099801,stop_loss,3
EURUSD,SELL,2026-04-02T11:10:30.735000,2026-04-02T11:11:00.957000,0.08,-0.23999999999979593,time_exit,3
EURUSD,SELL,2026-04-02T11:11:31.127000,2026-04-02T11:12:02.298000,0.08,-0.6400000000006401,time_exit,3
EURUSD,SELL,2026-04-02T11:12:31.839000,2026-04-02T11:13:02.220000,0.08,-0.0800000000005241,time_exit,3
EURUSD,SELL,2026-04-02T11:13:30.457000,2026-04-02T11:14:00.511000,0.08,0.0,time_exit,3
EURUSD,SELL,2026-04-02T11:15:30.154000,2026-04-02T11:16:00.350000,0.08,-1.200000000000756,time_exit,3
EURUSD,SELL,2026-04-02T11:17:04.403000,2026-04-02T11:17:36.900000,0.08,0.2400000000015723,time_exit,0
EURUSD,SELL,2026-04-02T11:18:02.988000,2026-04-02T11:18:34.318000,0.01,-0.040000000000040004,time_exit,1
EURUSD,SELL,2026-04-02T11:28:02.074000,2026-04-02T11:28:32.134000,0.02,-0.11999999999989797,time_exit,2
EURUSD,SELL,2026-04-02T11:30:00.739000,2026-04-02T11:30:31.156000,0.04,-0.20000000000042206,time_exit,3
EURUSD,SELL,2026-04-02T11:51:02.544000,2026-04-02T11:51:32.752000,0.08,-0.7200000000011642,time_exit,3
EURUSD,SELL,2026-04-02T11:52:00.044000,2026-04-02T11:52:30.724000,0.08,-1.0399999999997078,time_exit,3
EURUSD,BUY,2026-04-02T13:05:00.364000,2026-04-02T13:05:30.464000,0.08,-0.15999999999927184,time_exit,3
EURUSD,BUY,2026-04-02T13:06:00.367000,2026-04-02T13:06:30.396000,0.08,-0.47999999999959186,time_exit,3
EURUSD,BUY,2026-04-02T13:07:00.794000,2026-04-02T13:07:30.884000,0.08,-0.0800000000005241,time_exit,3
EURUSD,BUY,2026-04-02T13:09:00.084000,2026-04-02T13:09:31.462000,0.08,-0.4000000000008441,time_exit,3
EURUSD,BUY,2026-04-02T13:26:00.339000,2026-04-02T13:26:31.268000,0.08,0.0800000000005241,time_exit,0
EURUSD,BUY,2026-04-02T13:27:01.533000,2026-04-02T13:27:33.844000,0.01,0.020000000000131024,time_exit,0
EURUSD,BUY,2026-04-02T13:28:00.070000,2026-04-02T13:28:30.150000,0.01,-0.0700000000000145,time_exit,1
EURUSD,BUY,2026-04-02T13:29:00.098000,2026-04-02T13:29:30.227000,0.02,0.04000000000026205,time_exit,0
EURUSD,BUY,2026-04-02T14:40:00.030000,2026-04-02T14:40:30.098000,0.01,-0.3700000000002035,time_exit,1
EURUSD,BUY,2026-04-02T14:41:00.034000,2026-04-02T14:41:30.156000,0.02,-1.1999999999998678,time_exit,2
EURUSD,BUY,2026-04-02T14:42:30.520000,2026-04-02T14:43:00.591000,0.04,0.560000000000116,time_exit,0
EURUSD,BUY,2026-04-02T14:43:30.035000,2026-04-02T14:44:00.124000,0.01,-0.09000000000014552,time_exit,1
EURUSD,BUY,2026-04-02T14:44:30.177000,2026-04-02T14:45:00.274000,0.02,0.5100000000002325,time_exit,0
EURUSD,BUY,2026-04-02T14:45:30.013000,2026-04-02T14:46:00.014000,0.01,-0.22000000000010897,time_exit,1
EURUSD,BUY,2026-04-02T14:46:30.075000,2026-04-02T14:47:00.161000,0.02,-0.6200000000000649,time_exit,2
EURUSD,BUY,2026-04-02T14:48:00.134000,2026-04-02T14:48:30.351000,0.04,0.20000000000042206,time_exit,0
EURUSD,BUY,2026-04-02T14:49:00.311000,2026-04-02T14:49:30.398000,0.01,-0.11000000000005448,time_exit,1
EURUSD,BUY,2026-04-02T14:55:00.089000,2026-04-02T14:55:30.131000,0.02,0.5399999999997629,time_exit,0
EURUSD,BUY,2026-04-02T14:56:00.029000,2026-04-02T14:56:30.086000,0.01,-0.12000000000012002,time_exit,1
EURUSD,BUY,2026-04-02T14:57:00.315000,2026-04-02T14:57:30.341000,0.02,-0.19999999999997797,time_exit,2
EURUSD,BUY,2026-04-02T14:58:00.128000,2026-04-02T14:58:30.203000,0.04,0.6800000000000139,time_exit,0
EURUSD,BUY,2026-04-02T14:59:00.124000,2026-04-02T14:59:30.204000,0.01,-0.0700000000000145,time_exit,1
EURUSD,BUY,2026-04-02T15:00:00.124000,2026-04-02T15:00:30.868000,0.02,0.19999999999997797,time_exit,0
EURUSD,BUY,2026-04-02T15:01:30.355000,2026-04-02T15:02:00.477000,0.01,0.2500000000000835,time_exit,0
EURUSD,BUY,2026-04-02T15:02:30.073000,2026-04-02T15:03:00.085000,0.01,-0.46999999999997044,time_exit,1
EURUSD,BUY,2026-04-02T15:03:30.062000,2026-04-02T15:04:00.095000,0.02,0.43999999999999595,time_exit,0
EURUSD,BUY,2026-04-02T15:04:30.115000,2026-04-02T15:05:00.180000,0.01,0.2299999999999525,time_exit,0
EURUSD,BUY,2026-04-02T15:05:30.050000,2026-04-02T15:06:00.160000,0.01,-0.09999999999998899,time_exit,1
EURUSD,BUY,2026-04-02T15:06:30.030000,2026-04-02T15:07:00.059000,0.02,-0.40000000000040004,time_exit,2
EURUSD,BUY,2026-04-02T15:07:30.679000,2026-04-02T15:08:01.065000,0.04,-0.91999999999981,time_exit,3
EURUSD,BUY,2026-04-02T15:08:30.165000,2026-04-02T15:09:00.386000,0.08,-1.5999999999998238,time_exit,3
EURUSD,BUY,2026-04-02T15:11:00.063000,2026-04-02T15:11:30.344000,0.08,-0.9600000000009602,time_exit,3
EURUSD,BUY,2026-04-02T15:12:00.037000,2026-04-02T15:12:31.216000,0.08,1.1199999999984556,time_exit,0
EURUSD,BUY,2026-04-02T15:13:00.204000,2026-04-02T15:13:30.268000,0.01,-0.01999999999990898,time_exit,1
EURUSD,BUY,2026-04-02T15:14:00.023000,2026-04-02T15:14:31.005000,0.02,-0.3599999999996939,time_exit,2
EURUSD,BUY,2026-04-02T15:15:00.888000,2026-04-02T15:15:31.124000,0.04,-0.3599999999996939,time_exit,3
EURUSD,BUY,2026-04-02T15:16:00.007000,2026-04-02T15:16:30.195000,0.08,-0.0800000000005241,time_exit,3
EURUSD,BUY,2026-04-02T15:17:00.105000,2026-04-02T15:17:30.135000,0.08,-1.2799999999995038,time_exit,3
EURUSD,BUY,2026-04-02T15:18:00.274000,2026-04-02T15:18:30.855000,0.08,-1.440000000000552,time_exit,3
EURUSD,BUY,2026-04-03T00:01:03.232000,2026-04-03T00:01:34.822000,0.08,0.0,time_exit,3
EURUSD,BUY,2026-04-03T00:03:17.767000,2026-04-03T00:03:47.885000,0.08,-0.560000000000116,time_exit,3
EURUSD,BUY,2026-04-03T00:04:24.807000,2026-04-03T00:05:02.663000,0.08,-0.4000000000008441,time_exit,3
EURUSD,BUY,2026-04-03T00:05:31.411000,2026-04-03T00:06:39.940000,0.08,-0.15999999999927184,time_exit,3
EURUSD,BUY,2026-04-03T00:07:14.182000,2026-04-03T00:07:50.207000,0.08,-0.23999999999979593,time_exit,3
EURUSD,BUY,2026-04-03T00:08:02.506000,2026-04-03T00:08:44.275000,0.08,-0.23999999999979593,time_exit,3
EURUSD,BUY,2026-04-03T00:09:06.016000,2026-04-03T00:09:42.885000,0.08,-0.6016795758423399,stop_loss,3
EURUSD,BUY,2026-04-03T00:28:00.487000,2026-04-03T00:28:34.683000,0.08,-0.32000000000032003,time_exit,3
EURUSD,BUY,2026-04-03T00:29:01.290000,2026-04-03T00:29:50.417000,0.08,-0.32000000000032003,time_exit,3
EURUSD,BUY,2026-04-03T00:30:18.984000,2026-04-03T00:30:50.416000,0.08,-0.3999999999990677,time_exit,3
EURUSD,BUY,2026-04-03T00:32:01.315000,2026-04-03T00:32:26.287000,0.08,0.5800000000006911,stop_loss,0
EURUSD,BUY,2026-04-03T00:33:01.258000,2026-04-03T00:33:31.595000,0.01,-0.010000000000065512,time_exit,1
EURUSD,BUY,2026-04-03T00:34:01.631000,2026-04-03T00:34:36.844000,0.02,-0.09999999999976693,time_exit,2
EURUSD,BUY,2026-04-03T00:35:13.113000,2026-04-03T00:35:45.757000,0.04,-0.12000000000078614,time_exit,3
EURUSD,BUY,2026-04-03T00:36:34.348000,2026-04-03T00:36:49.997000,0.08,-0.681787402955436,stop_loss,3
EURUSD,BUY,2026-04-03T00:39:15.193000,2026-04-03T00:39:32.542000,0.08,-0.6618275963159448,stop_loss,3
EURUSD,BUY,2026-04-03T00:40:00.182000,2026-04-03T00:40:31.772000,0.08,-0.6400000000006401,time_exit,3
EURUSD,BUY,2026-04-03T00:44:09.923000,2026-04-03T00:44:40.509000,0.08,-0.1600000000010482,time_exit,3
EURUSD,BUY,2026-04-03T00:45:06.367000,2026-04-03T00:45:48.355000,0.08,0.0,time_exit,3
EURUSD,BUY,2026-04-03T00:46:33.456000,2026-04-03T00:47:06.139000,0.08,-0.2400000000015723,time_exit,3
EURUSD,BUY,2026-04-03T00:47:42.432000,2026-04-03T00:48:12.992000,0.08,-0.15999999999927184,time_exit,3
EURUSD,BUY,2026-04-03T00:49:26.093000,2026-04-03T00:50:05.916000,0.08,-0.1600000000010482,time_exit,3
EURUSD,BUY,2026-04-03T00:50:30.124000,2026-04-03T00:51:01.396000,0.08,-0.47999999999959186,time_exit,3
EURUSD,BUY,2026-04-03T00:51:31.725000,2026-04-03T00:51:52.883000,0.08,-0.6399999999988637,stop_loss,3
EURUSD,SELL,2026-04-03T01:40:00.290000,2026-04-03T01:40:44.752000,0.08,0.0800000000005241,time_exit,0
EURUSD,SELL,2026-04-03T01:54:36.338000,2026-04-03T01:55:29.610000,0.01,-0.01999999999990898,time_exit,1
EURUSD,SELL,2026-04-03T01:56:00.960000,2026-04-03T01:56:18.119000,0.02,0.1100000000000545,stop_loss,0
EURUSD,SELL,2026-04-03T01:56:32.530000,2026-04-03T01:57:15.763000,0.01,0.06000000000017102,time_exit,0
EURUSD,SELL,2026-04-03T01:57:32.556000,2026-04-03T01:58:05.910000,0.01,0.010000000000065512,time_exit,0
EURUSD,SELL,2026-04-03T01:59:00.043000,2026-04-03T01:59:30.706000,0.01,-0.040000000000040004,time_exit,1
EURUSD,SELL,2026-04-03T02:00:00.092000,2026-04-03T02:00:00.712000,0.02,-0.15999999999971593,stop_loss,2
EURUSD,SELL,2026-04-03T02:01:06.488000,2026-04-03T02:01:28.197000,0.04,-0.31947531575760024,stop_loss,3
EURUSD,SELL,2026-04-03T02:17:18.010000,2026-04-03T02:17:48.098000,0.08,-0.48000000000136817,time_exit,3
EURUSD,SELL,2026-04-03T02:18:51.549000,2026-04-03T02:19:34.072000,0.08,0.15999999999927184,time_exit,0
EURUSD,SELL,2026-04-03T02:20:00.031000,2026-04-03T02:20:40.091000,0.01,-0.01999999999990898,time_exit,1
EURUSD,SELL,2026-04-03T02:21:02.173000,2026-04-03T02:21:23.144000,0.02,0.12000000000012001,stop_loss,0
EURUSD,SELL,2026-04-03T02:22:03.807000,2026-04-03T02:22:44.218000,0.01,-0.02999999999997449,time_exit,1
EURUSD,SELL,2026-04-03T02:25:02.469000,2026-04-03T02:25:38.387000,0.02,0.0,time_exit,1
EURUSD,SELL,2026-04-03T02:26:00.268000,2026-04-03T02:26:39.597000,0.02,-0.10000000000021103,time_exit,2
EURUSD,SELL,2026-04-03T02:27:01.564000,2026-04-03T02:27:40.095000,0.04,-0.23999999999979593,time_exit,3
EURUSD,SELL,2026-04-03T02:28:01.419000,2026-04-03T02:28:12.679000,0.08,-0.6549492380845123,stop_loss,3
EURUSD,SELL,2026-04-03T02:28:35.029000,2026-04-03T02:29:16.882000,0.08,-0.15999999999927184,time_exit,3
EURUSD,SELL,2026-04-03T02:29:35.855000,2026-04-03T02:30:05.922000,0.08,0.15999999999927184,time_exit,0
EURUSD,SELL,2026-04-03T02:30:50.075000,2026-04-03T02:31:00.654000,0.01,-0.08450409517624102,stop_loss,1
EURUSD,SELL,2026-04-03T03:25:13.989000,2026-04-03T03:27:04.010000,0.02,-0.11999999999989797,time_exit,2
EURUSD,SELL,2026-04-03T03:27:32.215000,2026-04-03T03:27:32.427000,0.04,-0.2799999999991698,stop_loss,3
EURUSD,BUY,2026-04-03T06:25:14.339000,2026-04-03T06:25:43.150000,0.08,-0.560000000000116,stop_loss,3
EURUSD,BUY,2026-04-03T06:41:00.103000,2026-04-03T06:41:30.736000,0.08,0.15999999999927184,time_exit,0
EURUSD,BUY,2026-04-03T06:42:01.087000,2026-04-03T06:42:06.610000,0.01,0.08000000000008001,stop_loss,0
EURUSD,BUY,2026-04-03T06:43:03.930000,2026-04-03T06:43:59.846000,0.01,-0.049999999999883464,time_exit,1
EURUSD,BUY,2026-04-03T06:44:51.435000,2026-04-03T06:45:06.922000,0.02,-0.15999999999971593,stop_loss,2
EURUSD,BUY,2026-04-03T06:45:52.696000,2026-04-03T06:46:32.566000,0.04,0.04000000000026205,time_exit,0
EURUSD,BUY,2026-04-03T06:47:11.044000,2026-04-03T06:48:00.352000,0.01,-0.040000000000040004,time_exit,1
EURUSD,BUY,2026-04-03T06:48:57.402000,2026-04-03T06:49:40.808000,0.02,0.020000000000131024,time_exit,0
EURUSD,BUY,2026-04-03T06:50:19.060000,2026-04-03T06:50:28.028000,0.01,0.08000000000008001,stop_loss,0
EURUSD,BUY,2026-04-03T06:51:00.308000,2026-04-03T06:51:49.378000,0.01,-0.020000000000131024,time_exit,1
EURUSD,BUY,2026-04-03T06:52:03.525000,2026-04-03T06:52:20.443000,0.02,-0.17999999999984695,stop_loss,2
EURUSD,BUY,2026-04-03T06:52:43.644000,2026-04-03T06:53:24.695000,0.04,-0.19999999999953386,time_exit,3
EURUSD,BUY,2026-04-03T06:54:12.990000,2026-04-03T06:54:47.603000,0.08,-0.560000000000116,time_exit,3
EURUSD,BUY,2026-04-03T06:56:00.491000,2026-04-03T06:56:25.466000,0.08,-0.7254239216525349,stop_loss,3
EURUSD,BUY,2026-04-03T06:58:08.985000,2026-04-03T06:58:40.429000,0.08,-0.23999999999979593,time_exit,3
EURUSD,BUY,2026-04-03T06:59:01.086000,2026-04-03T06:59:35.399000,0.08,-0.0800000000005241,time_exit,3
EURUSD,BUY,2026-04-03T07:00:00.469000,2026-04-03T07:00:46.457000,0.08,0.23999999999979593,time_exit,0
EURUSD,BUY,2026-04-03T07:01:11.011000,2026-04-03T07:01:45.309000,0.01,-0.030000000000196536,time_exit,1
EURUSD,BUY,2026-04-03T07:02:01.351000,2026-04-03T07:02:42.268000,0.02,0.0,time_exit,1
EURUSD,BUY,2026-04-03T07:03:05.069000,2026-04-03T07:03:39.438000,0.02,-0.08000000000008001,time_exit,2
EURUSD,BUY,2026-04-03T07:04:30.840000,2026-04-03T07:05:04.813000,0.04,-0.11999999999989797,time_exit,3
EURUSD,BUY,2026-04-03T07:05:38.241000,2026-04-03T07:06:15.091000,0.08,-0.23999999999979593,time_exit,3
EURUSD,BUY,2026-04-03T07:06:30.093000,2026-04-03T07:07:01.179000,0.08,-0.32000000000032003,time_exit,3
EURUSD,BUY,2026-04-03T07:07:45.148000,2026-04-03T07:08:17.502000,0.08,-0.23999999999979593,time_exit,3
EURUSD,BUY,2026-04-03T07:08:30.988000,2026-04-03T07:09:07.905000,0.08,-0.0800000000005241,time_exit,3
EURUSD,BUY,2026-04-03T07:09:32.397000,2026-04-03T07:10:03.773000,0.08,-0.4000000000008441,time_exit,3
EURUSD,BUY,2026-04-03T07:10:57.916000,2026-04-03T07:11:31.129000,0.08,-0.0800000000005241,time_exit,3
EURUSD,BUY,2026-04-03T07:12:09.907000,2026-04-03T07:12:54.777000,0.08,-0.560000000000116,time_exit,3
EURUSD,BUY,2026-04-03T07:13:51.132000,2026-04-03T07:13:54.416000,0.08,-0.6399999999988637,stop_loss,3
EURUSD,BUY,2026-04-03T07:15:00.123000,2026-04-03T07:15:30.356000,0.08,-0.3999999999990677,time_exit,3
EURUSD,BUY,2026-04-03T07:16:01.716000,2026-04-03T07:16:15.189000,0.08,-0.6446118120866373,stop_loss,3
EURUSD,BUY,2026-04-03T07:16:32.861000,2026-04-03T07:17:15.299000,0.08,-0.32000000000032003,time_exit,3
EURUSD,BUY,2026-04-03T07:17:32.530000,2026-04-03T07:18:30.794000,0.08,0.0,time_exit,3
EURUSD,BUY,2026-04-03T07:20:12.834000,2026-04-03T07:21:11.218000,0.08,0.1600000000010482,time_exit,0
EURUSD,BUY,2026-04-03T07:21:52.836000,2026-04-03T07:22:00.742000,0.01,0.08000000000008001,stop_loss,0
EURUSD,BUY,2026-04-03T07:22:31.183000,2026-04-03T07:23:04.431000,0.01,-0.01999999999990898,time_exit,1
EURUSD,BUY,2026-04-03T07:23:49.862000,2026-04-03T07:24:15.715000,0.02,-0.17862040914895516,stop_loss,2
EURUSD,BUY,2026-04-03T07:24:34.438000,2026-04-03T07:24:45.298000,0.04,0.29000000000034554,stop_loss,0
EURUSD,BUY,2026-04-03T07:27:02.251000,2026-04-03T07:27:11.036000,0.01,-0.10682919233784283,stop_loss,1
EURUSD,BUY,2026-04-03T07:28:03.185000,2026-04-03T07:28:36.358000,0.02,0.0,time_exit,1
EURUSD,BUY,2026-04-03T07:29:00.050000,2026-04-03T07:29:36.431000,0.02,-0.05999999999994898,time_exit,2
EURUSD,BUY,2026-04-03T07:30:03.364000,2026-04-03T07:30:13.168000,0.04,-0.4562933463070351,stop_loss,3
EURUSD,BUY,2026-04-03T07:32:01.559000,2026-04-03T07:32:32.594000,0.08,-0.07999999999874774,time_exit,3
EURUSD,BUY,2026-04-03T07:34:00.283000,2026-04-03T07:34:39.921000,0.08,-0.560000000000116,time_exit,3
EURUSD,BUY,2026-04-03T07:35:02.590000,2026-04-03T07:35:32.616000,0.08,0.15999999999927184,time_exit,0
EURUSD,BUY,2026-04-03T07:36:01.793000,2026-04-03T07:36:51.084000,0.01,-0.040000000000040004,time_exit,1
EURUSD,BUY,2026-04-03T07:37:04.373000,2026-04-03T07:37:37.015000,0.02,-0.05999999999994898,time_exit,2
EURUSD,BUY,2026-04-03T07:38:00.529000,2026-04-03T07:38:26.099000,0.04,-0.438456185055891,stop_loss,3
EURUSD,BUY,2026-04-03T07:39:05.609000,2026-04-03T07:39:36.498000,0.08,-0.1600000000010482,time_exit,3
EURUSD,BUY,2026-04-03T07:40:18.820000,2026-04-03T07:40:56.119000,0.08,-0.07999999999874774,time_exit,3
EURUSD,BUY,2026-04-03T07:41:33.541000,2026-04-03T07:42:41.152000,0.08,-0.7199999999993878,time_exit,3
EURUSD,BUY,2026-04-03T07:43:01.265000,2026-04-03T07:43:04.933000,0.08,0.5800000000006911,stop_loss,0
EURUSD,BUY,2026-04-03T07:43:36.498000,2026-04-03T07:44:09.215000,0.01,0.010000000000065512,time_exit,0
EURUSD,BUY,2026-04-03T07:44:30.110000,2026-04-03T07:44:53.452000,0.01,-0.12330916055569574,stop_loss,1
EURUSD,BUY,2026-04-03T07:46:03.280000,2026-04-03T07:46:40.864000,0.02,-0.19999999999997797,time_exit,2
EURUSD,BUY,2026-04-03T07:47:32.794000,2026-04-03T07:48:08.798000,0.04,-0.11999999999989797,time_exit,3
EURUSD,BUY,2026-04-03T07:48:30.056000,2026-04-03T07:49:04.775000,0.08,-0.0800000000005241,time_exit,3
EURUSD,BUY,2026-04-03T07:49:41.034000,2026-04-03T07:50:15.290000,0.08,-0.2400000000015723,time_exit,3
EURUSD,BUY,2026-04-03T07:50:31.219000,2026-04-03T07:51:51.650000,0.08,-0.32000000000032003,time_exit,3
EURUSD,BUY,2026-04-03T07:55:01.912000,2026-04-03T07:55:38.657000,0.08,-0.4000000000008441,time_exit,3
EURUSD,BUY,2026-04-03T07:56:02.471000,2026-04-03T07:57:01.318000,0.08,-0.47999999999959186,time_exit,3
EURUSD,BUY,2026-04-03T08:30:01.196000,2026-04-03T08:30:31.637000,0.08,-0.4000000000008441,time_exit,3
EURUSD,BUY,2026-04-03T08:31:01.633000,2026-04-03T08:31:18.120000,0.08,-0.5857026080615668,stop_loss,3
EURUSD,BUY,2026-04-03T08:31:35.018000,2026-04-03T08:32:05.587000,0.08,-0.32000000000032003,time_exit,3
EURUSD,BUY,2026-04-03T08:32:30.049000,2026-04-03T08:33:05.040000,0.08,0.0800000000005241,time_exit,0
EURUSD,BUY,2026-04-03T08:33:47.710000,2026-04-03T08:34:24.789000,0.01,-0.02999999999997449,time_exit,1
EURUSD,BUY,2026-04-03T08:35:52.512000,2026-04-03T08:36:42.029000,0.02,0.05999999999994898,time_exit,0
EURUSD,BUY,2026-04-03T08:37:43.379000,2026-04-03T08:39:05.702000,0.01,-0.049999999999883464,time_exit,1
EURUSD,BUY,2026-04-03T08:39:33.884000,2026-04-03T08:40:30.409000,0.02,-0.07999999999963592,time_exit,2
EURUSD,BUY,2026-04-03T08:41:16.813000,2026-04-03T08:42:11.835000,0.04,-0.07999999999963592,time_exit,3
EURUSD,BUY,2026-04-03T08:42:45.279000,2026-04-03T08:43:27.825000,0.08,0.0,time_exit,3
EURUSD,BUY,2026-04-03T08:44:00.338000,2026-04-03T08:44:12.610000,0.08,0.540000000000429,stop_loss,0
EURUSD,BUY,2026-04-03T08:44:56.130000,2026-04-03T08:46:25.036000,0.01,-0.040000000000040004,time_exit,1
EURUSD,BUY,2026-04-03T08:47:23.311000,2026-04-03T08:48:00.559000,0.02,-0.04000000000026205,time_exit,2
EURUSD,BUY,2026-04-03T08:48:33.579000,2026-04-03T08:49:09.811000,0.04,-0.16000000000016001,time_exit,3
EURUSD,BUY,2026-04-03T08:50:10.536000,2026-04-03T08:50:53.178000,0.08,-0.560000000000116,stop_loss,3
EURUSD,BUY,2026-04-03T09:03:00.045000,2026-04-03T09:03:11.483000,0.08,-0.6995466828421115,stop_loss,3
EURUSD,BUY,2026-04-03T09:03:58.796000,2026-04-03T09:04:50.101000,0.08,-0.6995466828421115,stop_loss,3
USDJPY,BUY,2026-04-01T04:09:31.507000,2026-04-01T04:10:15.400000,0.01,0.02518146392452548,time_exit,0
USDJPY,BUY,2026-04-01T04:10:41.564000,2026-04-01T04:11:12.877000,0.01,0.012589939379502002,time_exit,0
USDJPY,BUY,2026-04-01T04:11:36.985000,2026-04-01T04:12:12.531000,0.01,0.03147405593566358,time_exit,0
USDJPY,BUY,2026-04-01T04:12:35.402000,2026-04-01T04:12:57.389000,0.01,0.050353418053020745,stop_loss,0
USDJPY,BUY,2026-04-01T04:13:46.578000,2026-04-01T04:14:17.467000,0.01,-0.012589860126714108,time_exit,1
USDJPY,BUY,2026-04-01T04:14:30.053000,2026-04-01T04:15:00.486000,0.02,0.025177976823792556,time_exit,0
USDJPY,BUY,2026-04-01T04:15:41.657000,2026-04-01T04:16:22.378000,0.01,0.012587958359093853,time_exit,0
USDJPY,BUY,2026-04-01T04:17:00.455000,2026-04-01T04:17:20.556000,0.01,0.05034549596612866,stop_loss,0
USDJPY,BUY,2026-04-01T04:17:40.416000,2026-04-01T04:18:10.428000,0.01,0.050343595036004204,time_exit,0
USDJPY,BUY,2026-04-01T04:18:30.056000,2026-04-01T04:18:57.561000,0.01,0.05033852659138819,stop_loss,0
