fixture_id,competition_key,season,home_team,away_team,home_goals,away_goals,priority_rank,has_sqlite_events,has_egie_events,has_cache_events,has_enrichment_events
871466,bundesliga,2022,Eintracht Frankfurt,SC Freiburg,2,1,99,0,0,0,1
871465,bundesliga,2022,Borussia Monchengladbach,FC Augsburg,2,0,99,0,0,0,1
871464,bundesliga,2022,1. FC Köln,Bayern Munich,1,2,99,0,0,0,1
871463,bundesliga,2022,Union Berlin,Werder Bremen,1,0,99,0,0,0,1
871462,bundesliga,2022,RB Leipzig,FC Schalke 04,4,2,99,0,0,0,1
871461,bundesliga,2022,Borussia Dortmund,FSV Mainz 05,2,2,99,0,0,0,1
871460,bundesliga,2022,Werder Bremen,1. FC Köln,1,1,99,0,0,0,1
871459,bundesliga,2022,FC Schalke 04,Eintracht Frankfurt,2,2,99,0,0,0,1
871458,bundesliga,2022,Hertha Berlin,Vfl Bochum,1,1,99,0,0,0,1
871457,bundesliga,2022,FC Augsburg,Borussia Dortmund,0,3,99,0,0,0,1
871456,bundesliga,2022,1899 Hoffenheim,Union Berlin,4,2,99,0,0,0,1
871455,bundesliga,2022,FSV Mainz 05,VfB Stuttgart,1,4,99,0,0,0,1
871454,bundesliga,2022,SC Freiburg,VfL Wolfsburg,2,0,99,0,0,0,1
871453,bundesliga,2022,Bayer Leverkusen,Borussia Monchengladbach,2,2,99,0,0,0,1
871452,bundesliga,2022,Bayern Munich,RB Leipzig,1,3,99,0,0,0,1
871451,bundesliga,2022,VfB Stuttgart,Bayer Leverkusen,1,1,99,0,0,0,1
871450,bundesliga,2022,Vfl Bochum,FC Augsburg,3,2,99,0,0,0,1
871449,bundesliga,2022,VfL Wolfsburg,1899 Hoffenheim,2,1,99,0,0,0,1
871448,bundesliga,2022,Eintracht Frankfurt,FSV Mainz 05,3,0,99,0,0,0,1
871447,bundesliga,2022,1. FC Köln,Hertha Berlin,5,2,99,0,0,0,1
871446,bundesliga,2022,Union Berlin,SC Freiburg,4,2,99,0,0,0,1
871445,bundesliga,2022,RB Leipzig,Werder Bremen,2,1,99,0,0,0,1
871444,bundesliga,2022,Borussia Dortmund,Borussia Monchengladbach,5,2,99,0,0,0,1
871443,bundesliga,2022,Bayern Munich,FC Schalke 04,6,0,99,0,0,0,1
871442,bundesliga,2022,Werder Bremen,Bayern Munich,1,2,99,0,0,0,1
871441,bundesliga,2022,Hertha Berlin,VfB Stuttgart,2,1,99,0,0,0,1
871440,bundesliga,2022,FC Augsburg,Union Berlin,1,0,99,0,0,0,1
871439,bundesliga,2022,Borussia Monchengladbach,Vfl Bochum,2,0,99,0,0,0,1
871438,bundesliga,2022,1899 Hoffenheim,Eintracht Frankfurt,3,1,99,0,0,0,1
871437,bundesliga,2022,FSV Mainz 05,FC Schalke 04,2,3,99,0,0,0,1
871436,bundesliga,2022,SC Freiburg,RB Leipzig,0,1,99,0,0,0,1
871435,bundesliga,2022,Bayer Leverkusen,1. FC Köln,1,2,99,0,0,0,1
871434,bundesliga,2022,Borussia Dortmund,VfL Wolfsburg,6,0,99,0,0,0,1
871433,bundesliga,2022,FC Schalke 04,Werder Bremen,2,1,99,0,0,0,1
871432,bundesliga,2022,VfB Stuttgart,Borussia Monchengladbach,2,1,99,0,0,0,1
871431,bundesliga,2022,Vfl Bochum,Borussia Dortmund,1,1,99,0,0,0,1
871430,bundesliga,2022,VfL Wolfsburg,FSV Mainz 05,3,0,99,0,0,0,1
871429,bundesliga,2022,Eintracht Frankfurt,FC Augsburg,1,1,99,0,0,0,1
871428,bundesliga,2022,1. FC Köln,SC Freiburg,0,1,99,0,0,0,1
871426,bundesliga,2022,RB Leipzig,1899 Hoffenheim,1,0,99,0,0,0,1
871425,bundesliga,2022,Bayern Munich,Hertha Berlin,2,0,99,0,0,0,1
871424,bundesliga,2022,Hertha Berlin,Werder Bremen,2,4,99,0,0,0,1
871423,bundesliga,2022,FC Augsburg,VfB Stuttgart,1,1,99,0,0,0,1
871422,bundesliga,2022,Vfl Bochum,VfL Wolfsburg,1,5,99,0,0,0,1
871421,bundesliga,2022,Borussia Monchengladbach,Union Berlin,0,1,99,0,0,0,1
871420,bundesliga,2022,1899 Hoffenheim,1. FC Köln,1,3,99,0,0,0,1
871419,bundesliga,2022,FSV Mainz 05,Bayern Munich,3,1,99,0,0,0,1
871418,bundesliga,2022,SC Freiburg,FC Schalke 04,4,0,99,0,0,0,1
871417,bundesliga,2022,Bayer Leverkusen,RB Leipzig,2,0,99,0,0,0,1
871416,bundesliga,2022,Borussia Dortmund,Eintracht Frankfurt,4,0,99,0,0,0,1
871415,bundesliga,2022,Werder Bremen,SC Freiburg,1,2,99,0,0,0,1
871414,bundesliga,2022,FC Schalke 04,Hertha Berlin,5,2,99,0,0,0,1
871413,bundesliga,2022,VfB Stuttgart,Borussia Dortmund,3,3,99,0,0,0,1
871411,bundesliga,2022,Eintracht Frankfurt,Borussia Monchengladbach,1,1,99,0,0,0,1
871410,bundesliga,2022,1. FC Köln,FSV Mainz 05,1,1,99,0,0,0,1
871409,bundesliga,2022,Union Berlin,Vfl Bochum,1,1,99,0,0,0,1
871408,bundesliga,2022,RB Leipzig,FC Augsburg,3,2,99,0,0,0,1
871407,bundesliga,2022,Bayern Munich,1899 Hoffenheim,1,1,99,0,0,0,1
871406,bundesliga,2022,Hertha Berlin,RB Leipzig,0,1,99,0,0,0,1
871405,bundesliga,2022,FC Augsburg,1. FC Köln,1,3,99,0,0,0,1
871404,bundesliga,2022,Vfl Bochum,VfB Stuttgart,2,3,99,0,0,0,1
871403,bundesliga,2022,Borussia Monchengladbach,VfL Wolfsburg,2,0,99,0,0,0,1
871402,bundesliga,2022,1899 Hoffenheim,FC Schalke 04,2,0,99,0,0,0,1
871401,bundesliga,2022,FSV Mainz 05,Werder Bremen,2,2,99,0,0,0,1
871400,bundesliga,2022,SC Freiburg,Bayern Munich,0,1,99,0,0,0,1
871399,bundesliga,2022,Bayer Leverkusen,Eintracht Frankfurt,3,1,99,0,0,0,1
871398,bundesliga,2022,Borussia Dortmund,Union Berlin,2,1,99,0,0,0,1
871397,bundesliga,2022,Werder Bremen,1899 Hoffenheim,1,2,99,0,0,0,1
871396,bundesliga,2022,FC Schalke 04,Bayer Leverkusen,0,3,99,0,0,0,1
871395,bundesliga,2022,VfL Wolfsburg,FC Augsburg,2,2,99,0,0,0,1
871394,bundesliga,2022,Eintracht Frankfurt,Vfl Bochum,1,1,99,0,0,0,1
871392,bundesliga,2022,SC Freiburg,Hertha Berlin,1,1,99,0,0,0,1
871391,bundesliga,2022,Union Berlin,VfB Stuttgart,3,0,99,0,0,0,1
871390,bundesliga,2022,RB Leipzig,FSV Mainz 05,0,3,99,0,0,0,1
871389,bundesliga,2022,Bayern Munich,Borussia Dortmund,4,2,99,0,0,0,1
871388,bundesliga,2022,VfB Stuttgart,VfL Wolfsburg,0,1,99,0,0,0,1
871387,bundesliga,2022,FC Augsburg,FC Schalke 04,1,1,99,0,0,0,1
871386,bundesliga,2022,Vfl Bochum,RB Leipzig,1,0,99,0,0,0,1
871385,bundesliga,2022,Borussia Monchengladbach,Werder Bremen,2,2,99,0,0,0,1
871384,bundesliga,2022,1899 Hoffenheim,Hertha Berlin,3,1,99,0,0,0,1
871383,bundesliga,2022,FSV Mainz 05,SC Freiburg,1,1,99,0,0,0,1
871382,bundesliga,2022,Union Berlin,Eintracht Frankfurt,2,0,99,0,0,0,1
871381,bundesliga,2022,Bayer Leverkusen,Bayern Munich,2,1,99,0,0,0,1
871380,bundesliga,2022,Borussia Dortmund,1. FC Köln,6,1,99,0,0,0,1
871379,bundesliga,2022,Werder Bremen,Bayer Leverkusen,2,3,99,0,0,0,1
871378,bundesliga,2022,FC Schalke 04,Borussia Dortmund,2,2,99,0,0,0,1
871377,bundesliga,2022,Hertha Berlin,FSV Mainz 05,1,1,99,0,0,0,1
871376,bundesliga,2022,VfL Wolfsburg,Union Berlin,1,1,99,0,0,0,1
871375,bundesliga,2022,Eintracht Frankfurt,VfB Stuttgart,1,1,99,0,0,0,1
871374,bundesliga,2022,1. FC Köln,Vfl Bochum,0,2,99,0,0,0,1
871373,bundesliga,2022,SC Freiburg,1899 Hoffenheim,2,1,99,0,0,0,1
871372,bundesliga,2022,RB Leipzig,Borussia Monchengladbach,3,0,99,0,0,0,1
871371,bundesliga,2022,Bayern Munich,FC Augsburg,5,3,99,0,0,0,1
871370,bundesliga,2022,VfB Stuttgart,Bayern Munich,1,2,99,0,0,0,1
871369,bundesliga,2022,FC Augsburg,Werder Bremen,2,1,99,0,0,0,1
871368,bundesliga,2022,Vfl Bochum,FC Schalke 04,0,2,99,0,0,0,1
871367,bundesliga,2022,VfL Wolfsburg,Eintracht Frankfurt,2,2,99,0,0,0,1
871365,bundesliga,2022,FSV Mainz 05,1899 Hoffenheim,1,0,99,0,0,0,1
871363,bundesliga,2022,Bayer Leverkusen,Hertha Berlin,4,1,99,0,0,0,1
871362,bundesliga,2022,Borussia Dortmund,RB Leipzig,2,1,99,0,0,0,1
871361,bundesliga,2022,Werder Bremen,Vfl Bochum,3,0,99,0,0,0,1
871360,bundesliga,2022,FC Schalke 04,VfB Stuttgart,2,1,99,0,0,0,1
871359,bundesliga,2022,Hertha Berlin,FC Augsburg,2,0,99,0,0,0,1
871358,bundesliga,2022,1899 Hoffenheim,Borussia Dortmund,0,1,99,0,0,0,1
871357,bundesliga,2022,FSV Mainz 05,Borussia Monchengladbach,4,0,99,0,0,0,1
871356,bundesliga,2022,1. FC Köln,VfL Wolfsburg,0,2,99,0,0,0,1
871355,bundesliga,2022,SC Freiburg,Bayer Leverkusen,1,1,99,0,0,0,1
871354,bundesliga,2022,RB Leipzig,Eintracht Frankfurt,2,1,99,0,0,0,1
871353,bundesliga,2022,Bayern Munich,Union Berlin,3,0,99,0,0,0,1
871352,bundesliga,2022,VfB Stuttgart,1. FC Köln,3,0,99,0,0,0,1
871351,bundesliga,2022,FC Augsburg,1899 Hoffenheim,1,0,99,0,0,0,1
871350,bundesliga,2022,Vfl Bochum,SC Freiburg,0,2,99,0,0,0,1
871349,bundesliga,2022,VfL Wolfsburg,RB Leipzig,0,3,99,0,0,0,1
871348,bundesliga,2022,Eintracht Frankfurt,Werder Bremen,2,0,99,0,0,0,1
871347,bundesliga,2022,Borussia Monchengladbach,Bayern Munich,3,2,99,0,0,0,1
871345,bundesliga,2022,Bayer Leverkusen,FSV Mainz 05,2,3,99,0,0,0,1
871344,bundesliga,2022,Borussia Dortmund,Hertha Berlin,4,1,99,0,0,0,1
871343,bundesliga,2022,Werder Bremen,Borussia Dortmund,0,2,99,0,0,0,1
871341,bundesliga,2022,Hertha Berlin,Borussia Monchengladbach,4,1,99,0,0,0,1
871340,bundesliga,2022,1899 Hoffenheim,Bayer Leverkusen,1,3,99,0,0,0,1
871339,bundesliga,2022,FSV Mainz 05,FC Augsburg,3,1,99,0,0,0,1
871338,bundesliga,2022,1. FC Köln,Eintracht Frankfurt,3,0,99,0,0,0,1
871337,bundesliga,2022,SC Freiburg,VfB Stuttgart,2,1,99,0,0,0,1
871336,bundesliga,2022,RB Leipzig,Union Berlin,1,2,99,0,0,0,1
871335,bundesliga,2022,Bayern Munich,Vfl Bochum,3,0,99,0,0,0,1
871334,bundesliga,2022,VfB Stuttgart,Werder Bremen,0,2,99,0,0,0,1
871333,bundesliga,2022,FC Augsburg,Bayer Leverkusen,1,0,99,0,0,0,1
871332,bundesliga,2022,Vfl Bochum,1899 Hoffenheim,5,2,99,0,0,0,1
871331,bundesliga,2022,VfL Wolfsburg,Bayern Munich,2,4,99,0,0,0,1
871330,bundesliga,2022,Eintracht Frankfurt,Hertha Berlin,3,0,99,0,0,0,1
871327,bundesliga,2022,Union Berlin,FSV Mainz 05,2,1,99,0,0,0,1
871326,bundesliga,2022,Borussia Dortmund,SC Freiburg,5,1,99,0,0,0,1
871325,bundesliga,2022,Werder Bremen,VfL Wolfsburg,2,1,99,0,0,0,1
871323,bundesliga,2022,Hertha Berlin,Union Berlin,0,2,99,0,0,0,1
871322,bundesliga,2022,1899 Hoffenheim,Borussia Monchengladbach,1,4,99,0,0,0,1
871321,bundesliga,2022,FSV Mainz 05,Vfl Bochum,5,2,99,0,0,0,1
871320,bundesliga,2022,SC Freiburg,FC Augsburg,3,1,99,0,0,0,1
871319,bundesliga,2022,RB Leipzig,VfB Stuttgart,2,1,99,0,0,0,1
871318,bundesliga,2022,Bayer Leverkusen,Borussia Dortmund,0,2,99,0,0,0,1
871317,bundesliga,2022,Bayern Munich,Eintracht Frankfurt,1,1,99,0,0,0,1
871316,bundesliga,2022,Werder Bremen,Union Berlin,1,2,99,0,0,0,1
871315,bundesliga,2022,FC Schalke 04,RB Leipzig,1,6,99,0,0,0,1
871314,bundesliga,2022,Hertha Berlin,VfL Wolfsburg,0,5,99,0,0,0,1
871313,bundesliga,2022,FC Augsburg,Borussia Monchengladbach,1,0,99,0,0,0,1
871312,bundesliga,2022,1899 Hoffenheim,VfB Stuttgart,2,2,99,0,0,0,1
871311,bundesliga,2022,FSV Mainz 05,Borussia Dortmund,1,2,99,0,0,0,1
871310,bundesliga,2022,SC Freiburg,Eintracht Frankfurt,1,1,99,0,0,0,1
871309,bundesliga,2022,Bayer Leverkusen,Vfl Bochum,2,0,99,0,0,0,1
871308,bundesliga,2022,Bayern Munich,1. FC Köln,1,1,99,0,0,0,1
871307,bundesliga,2022,VfB Stuttgart,FSV Mainz 05,1,1,99,0,0,0,1
871306,bundesliga,2022,Vfl Bochum,Hertha Berlin,3,1,99,0,0,0,1
871305,bundesliga,2022,VfL Wolfsburg,SC Freiburg,6,0,99,0,0,0,1
871304,bundesliga,2022,Eintracht Frankfurt,FC Schalke 04,3,0,99,0,0,0,1
871303,bundesliga,2022,Borussia Monchengladbach,Bayer Leverkusen,2,3,99,0,0,0,1
871302,bundesliga,2022,1. FC Köln,Werder Bremen,7,1,99,0,0,0,1
871301,bundesliga,2022,Union Berlin,1899 Hoffenheim,3,1,99,0,0,0,1
871300,bundesliga,2022,RB Leipzig,Bayern Munich,1,1,99,0,0,0,1
871299,bundesliga,2022,Borussia Dortmund,FC Augsburg,4,3,99,0,0,0,1
871298,bundesliga,2022,Werder Bremen,RB Leipzig,1,2,99,0,0,0,1
871297,bundesliga,2022,FC Schalke 04,Bayern Munich,0,2,99,0,0,0,1
871296,bundesliga,2022,Hertha Berlin,1. FC Köln,2,0,99,0,0,0,1
871295,bundesliga,2022,FC Augsburg,Vfl Bochum,0,1,99,0,0,0,1
871294,bundesliga,2022,Borussia Monchengladbach,Borussia Dortmund,4,2,99,0,0,0,1
871293,bundesliga,2022,1899 Hoffenheim,VfL Wolfsburg,1,2,99,0,0,0,1
871292,bundesliga,2022,FSV Mainz 05,Eintracht Frankfurt,1,1,99,0,0,0,1
871291,bundesliga,2022,SC Freiburg,Union Berlin,4,1,99,0,0,0,1
871290,bundesliga,2022,Bayer Leverkusen,VfB Stuttgart,2,0,99,0,0,0,1
871289,bundesliga,2022,FC Schalke 04,FSV Mainz 05,1,0,99,0,0,0,1
871288,bundesliga,2022,VfB Stuttgart,Hertha Berlin,2,1,99,0,0,0,1
871287,bundesliga,2022,Vfl Bochum,Borussia Monchengladbach,2,1,99,0,0,0,1
871286,bundesliga,2022,VfL Wolfsburg,Borussia Dortmund,2,0,99,0,0,0,1
871285,bundesliga,2022,Eintracht Frankfurt,1899 Hoffenheim,4,2,99,0,0,0,1
871284,bundesliga,2022,1. FC Köln,Bayer Leverkusen,1,2,99,0,0,0,1
871283,bundesliga,2022,Union Berlin,FC Augsburg,2,2,99,0,0,0,1
871282,bundesliga,2022,RB Leipzig,SC Freiburg,3,1,99,0,0,0,1
871281,bundesliga,2022,Bayern Munich,Werder Bremen,6,1,99,0,0,0,1
871280,bundesliga,2022,Werder Bremen,FC Schalke 04,2,1,99,0,0,0,1
871279,bundesliga,2022,Hertha Berlin,Bayern Munich,2,3,99,0,0,0,1
871278,bundesliga,2022,FC Augsburg,Eintracht Frankfurt,1,2,99,0,0,0,1
871277,bundesliga,2022,Borussia Monchengladbach,VfB Stuttgart,3,1,99,0,0,0,1
871276,bundesliga,2022,1899 Hoffenheim,RB Leipzig,1,3,99,0,0,0,1
871275,bundesliga,2022,FSV Mainz 05,VfL Wolfsburg,0,3,99,0,0,0,1
871274,bundesliga,2022,SC Freiburg,1. FC Köln,2,0,99,0,0,0,1
871273,bundesliga,2022,Bayer Leverkusen,Union Berlin,5,0,99,0,0,0,1
871272,bundesliga,2022,Borussia Dortmund,Vfl Bochum,3,0,99,0,0,0,1
871271,bundesliga,2022,Werder Bremen,Hertha Berlin,1,0,99,0,0,0,1
871270,bundesliga,2022,FC Schalke 04,SC Freiburg,0,2,99,0,0,0,1
871269,bundesliga,2022,VfB Stuttgart,FC Augsburg,2,1,99,0,0,0,1
871268,bundesliga,2022,VfL Wolfsburg,Vfl Bochum,4,0,99,0,0,0,1
871267,bundesliga,2022,Eintracht Frankfurt,Borussia Dortmund,1,2,99,0,0,0,1
871266,bundesliga,2022,1. FC Köln,1899 Hoffenheim,1,1,99,0,0,0,1
871265,bundesliga,2022,Union Berlin,Borussia Monchengladbach,2,1,99,0,0,0,1
871264,bundesliga,2022,RB Leipzig,Bayer Leverkusen,2,0,99,0,0,0,1
871263,bundesliga,2022,Bayern Munich,FSV Mainz 05,6,2,99,0,0,0,1
871262,bundesliga,2022,Hertha Berlin,FC Schalke 04,2,1,99,0,0,0,1
871261,bundesliga,2022,FC Augsburg,RB Leipzig,3,3,99,0,0,0,1
871260,bundesliga,2022,Vfl Bochum,Union Berlin,2,1,99,0,0,0,1
871259,bundesliga,2022,Borussia Monchengladbach,Eintracht Frankfurt,1,3,99,0,0,0,1
871258,bundesliga,2022,1899 Hoffenheim,Bayern Munich,0,2,99,0,0,0,1
871257,bundesliga,2022,FSV Mainz 05,1. FC Köln,5,0,99,0,0,0,1
871256,bundesliga,2022,SC Freiburg,Werder Bremen,2,0,99,0,0,0,1
871255,bundesliga,2022,Bayer Leverkusen,VfL Wolfsburg,2,2,99,0,0,0,1
871254,bundesliga,2022,Borussia Dortmund,VfB Stuttgart,5,0,99,0,0,0,1
871253,bundesliga,2022,Werder Bremen,FSV Mainz 05,0,2,99,0,0,0,1
871252,bundesliga,2022,FC Schalke 04,1899 Hoffenheim,0,3,99,0,0,0,1
871251,bundesliga,2022,VfB Stuttgart,Vfl Bochum,4,1,99,0,0,0,1
871250,bundesliga,2022,VfL Wolfsburg,Borussia Monchengladbach,2,2,99,0,0,0,1
871249,bundesliga,2022,Eintracht Frankfurt,Bayer Leverkusen,5,1,99,0,0,0,1
871248,bundesliga,2022,1. FC Köln,FC Augsburg,3,2,99,0,0,0,1
871247,bundesliga,2022,Union Berlin,Borussia Dortmund,2,0,99,0,0,0,1
871246,bundesliga,2022,RB Leipzig,Hertha Berlin,3,2,99,0,0,0,1
871245,bundesliga,2022,Bayern Munich,SC Freiburg,5,0,99,0,0,0,1
871244,bundesliga,2022,Hertha Berlin,SC Freiburg,2,2,99,0,0,0,1
871243,bundesliga,2022,VfB Stuttgart,Union Berlin,0,1,99,0,0,0,1
871242,bundesliga,2022,FC Augsburg,VfL Wolfsburg,1,1,99,0,0,0,1
871241,bundesliga,2022,Vfl Bochum,Eintracht Frankfurt,3,0,99,0,0,0,1
871240,bundesliga,2022,Borussia Monchengladbach,1. FC Köln,5,2,99,0,0,0,1
871239,bundesliga,2022,1899 Hoffenheim,Werder Bremen,1,2,99,0,0,0,1
871238,bundesliga,2022,FSV Mainz 05,RB Leipzig,1,1,99,0,0,0,1
871237,bundesliga,2022,Bayer Leverkusen,FC Schalke 04,4,0,99,0,0,0,1
871236,bundesliga,2022,Borussia Dortmund,Bayern Munich,2,2,99,0,0,0,1
871235,bundesliga,2022,Werder Bremen,Borussia Monchengladbach,5,1,99,0,0,0,1
871234,bundesliga,2022,FC Schalke 04,FC Augsburg,2,3,99,0,0,0,1
871233,bundesliga,2022,Hertha Berlin,1899 Hoffenheim,1,1,99,0,0,0,1
871232,bundesliga,2022,VfL Wolfsburg,VfB Stuttgart,3,2,99,0,0,0,1
871231,bundesliga,2022,Eintracht Frankfurt,Union Berlin,2,0,99,0,0,0,1
871230,bundesliga,2022,1. FC Köln,Borussia Dortmund,3,2,99,0,0,0,1
871229,bundesliga,2022,SC Freiburg,FSV Mainz 05,2,1,99,0,0,0,1
871228,bundesliga,2022,RB Leipzig,Vfl Bochum,4,0,99,0,0,0,1
871227,bundesliga,2022,Bayern Munich,Bayer Leverkusen,4,0,99,0,0,0,1
871226,bundesliga,2022,Borussia Dortmund,FC Schalke 04,1,0,99,0,0,0,1
871225,bundesliga,2022,VfB Stuttgart,Eintracht Frankfurt,1,3,99,0,0,0,1
871223,bundesliga,2022,Vfl Bochum,1. FC Köln,1,1,99,0,0,0,1
871222,bundesliga,2022,FSV Mainz 05,Hertha Berlin,1,1,99,0,0,0,1
871221,bundesliga,2022,Union Berlin,VfL Wolfsburg,2,0,99,0,0,0,1
871220,bundesliga,2022,Bayer Leverkusen,Werder Bremen,1,1,99,0,0,0,1
871219,bundesliga,2022,Borussia Monchengladbach,RB Leipzig,3,0,99,0,0,0,1
871218,bundesliga,2022,FC Augsburg,Bayern Munich,1,0,99,0,0,0,1
871217,bundesliga,2022,Werder Bremen,FC Augsburg,0,1,99,0,0,0,1
871216,bundesliga,2022,FC Schalke 04,Vfl Bochum,3,1,99,0,0,0,1
871215,bundesliga,2022,Hertha Berlin,Bayer Leverkusen,2,2,99,0,0,0,1
871214,bundesliga,2022,Eintracht Frankfurt,VfL Wolfsburg,0,1,99,0,0,0,1
871213,bundesliga,2022,1899 Hoffenheim,FSV Mainz 05,4,1,99,0,0,0,1
871212,bundesliga,2022,1. FC Köln,Union Berlin,0,1,99,0,0,0,1
871210,bundesliga,2022,RB Leipzig,Borussia Dortmund,3,0,99,0,0,0,1
871209,bundesliga,2022,Bayern Munich,VfB Stuttgart,2,2,99,0,0,0,1
871208,bundesliga,2022,VfB Stuttgart,FC Schalke 04,1,1,99,0,0,0,1
871207,bundesliga,2022,FC Augsburg,Hertha Berlin,0,2,99,0,0,0,1
871206,bundesliga,2022,Vfl Bochum,Werder Bremen,0,2,99,0,0,0,1
871205,bundesliga,2022,VfL Wolfsburg,1. FC Köln,2,4,99,0,0,0,1
871204,bundesliga,2022,Eintracht Frankfurt,RB Leipzig,4,0,99,0,0,0,1
871203,bundesliga,2022,Borussia Monchengladbach,FSV Mainz 05,0,1,99,0,0,0,1
871202,bundesliga,2022,Union Berlin,Bayern Munich,1,1,99,0,0,0,1
871201,bundesliga,2022,Bayer Leverkusen,SC Freiburg,2,3,99,0,0,0,1
871200,bundesliga,2022,Borussia Dortmund,1899 Hoffenheim,1,0,99,0,0,0,1
871199,bundesliga,2022,Werder Bremen,Eintracht Frankfurt,3,4,99,0,0,0,1
871198,bundesliga,2022,FC Schalke 04,Union Berlin,1,6,99,0,0,0,1
871197,bundesliga,2022,Hertha Berlin,Borussia Dortmund,0,1,99,0,0,0,1
871196,bundesliga,2022,1899 Hoffenheim,FC Augsburg,1,0,99,0,0,0,1
871195,bundesliga,2022,FSV Mainz 05,Bayer Leverkusen,0,3,99,0,0,0,1
871193,bundesliga,2022,SC Freiburg,Vfl Bochum,1,0,99,0,0,0,1
871192,bundesliga,2022,RB Leipzig,VfL Wolfsburg,2,0,99,0,0,0,1
871191,bundesliga,2022,Bayern Munich,Borussia Monchengladbach,1,1,99,0,0,0,1
871190,bundesliga,2022,VfB Stuttgart,SC Freiburg,0,1,99,0,0,0,1
871189,bundesliga,2022,FC Augsburg,FSV Mainz 05,1,2,99,0,0,0,1
871188,bundesliga,2022,Vfl Bochum,Bayern Munich,0,7,99,0,0,0,1
871186,bundesliga,2022,Eintracht Frankfurt,1. FC Köln,1,1,99,0,0,0,1
871185,bundesliga,2022,Borussia Monchengladbach,Hertha Berlin,1,0,99,0,0,0,1
871184,bundesliga,2022,Union Berlin,RB Leipzig,2,1,99,0,0,0,1
871183,bundesliga,2022,Bayer Leverkusen,1899 Hoffenheim,0,3,99,0,0,0,1
871182,bundesliga,2022,Borussia Dortmund,Werder Bremen,2,3,99,0,0,0,1
871181,bundesliga,2022,Werder Bremen,VfB Stuttgart,2,2,99,0,0,0,1
871180,bundesliga,2022,FC Schalke 04,Borussia Monchengladbach,2,2,99,0,0,0,1
871179,bundesliga,2022,Hertha Berlin,Eintracht Frankfurt,1,1,99,0,0,0,1
871178,bundesliga,2022,1899 Hoffenheim,Vfl Bochum,3,2,99,0,0,0,1
871176,bundesliga,2022,SC Freiburg,Borussia Dortmund,1,3,99,0,0,0,1
871175,bundesliga,2022,RB Leipzig,1. FC Köln,2,2,99,0,0,0,1
871174,bundesliga,2022,Bayer Leverkusen,FC Augsburg,1,2,99,0,0,0,1
871173,bundesliga,2022,Bayern Munich,VfL Wolfsburg,2,0,99,0,0,0,1
871172,bundesliga,2022,VfB Stuttgart,RB Leipzig,1,1,99,0,0,0,1
871171,bundesliga,2022,FC Augsburg,SC Freiburg,0,4,99,0,0,0,1
871170,bundesliga,2022,Vfl Bochum,FSV Mainz 05,1,2,99,0,0,0,1
871169,bundesliga,2022,VfL Wolfsburg,Werder Bremen,2,2,99,0,0,0,1
871168,bundesliga,2022,Borussia Monchengladbach,1899 Hoffenheim,3,1,99,0,0,0,1
871167,bundesliga,2022,1. FC Köln,FC Schalke 04,3,1,99,0,0,0,1
871166,bundesliga,2022,Union Berlin,Hertha Berlin,3,1,99,0,0,0,1
871165,bundesliga,2022,Borussia Dortmund,Bayer Leverkusen,1,0,99,0,0,0,1
871164,bundesliga,2022,Eintracht Frankfurt,Bayern Munich,1,6,99,0,0,0,1
862168,bundesliga,2021,Hamburger SV,Hertha Berlin,0,2,99,0,0,0,1
862167,bundesliga,2021,Hertha Berlin,Hamburger SV,0,1,99,0,0,0,1
719654,bundesliga,2021,Arminia Bielefeld,RB Leipzig,1,1,99,0,0,0,1
719653,bundesliga,2021,FC Augsburg,SpVgg Greuther Furth,2,1,99,0,0,0,1
719652,bundesliga,2021,FSV Mainz 05,Eintracht Frankfurt,2,2,99,0,0,0,1
719651,bundesliga,2021,VfB Stuttgart,1. FC Köln,2,1,99,0,0,0,1
719650,bundesliga,2021,Borussia Monchengladbach,1899 Hoffenheim,5,1,99,0,0,0,1
719649,bundesliga,2021,Union Berlin,Vfl Bochum,3,2,99,0,0,0,1
719648,bundesliga,2021,Bayer Leverkusen,SC Freiburg,2,1,99,0,0,0,1
719647,bundesliga,2021,VfL Wolfsburg,Bayern Munich,2,2,99,0,0,0,1
719646,bundesliga,2021,Borussia Dortmund,Hertha Berlin,2,1,99,0,0,0,1
719645,bundesliga,2021,SpVgg Greuther Furth,Borussia Dortmund,1,3,99,0,0,0,1
719644,bundesliga,2021,Vfl Bochum,Arminia Bielefeld,2,1,99,0,0,0,1
719643,bundesliga,2021,1. FC Köln,VfL Wolfsburg,0,1,99,0,0,0,1
719642,bundesliga,2021,Hertha Berlin,FSV Mainz 05,1,2,99,0,0,0,1
719641,bundesliga,2021,1899 Hoffenheim,Bayer Leverkusen,2,4,99,0,0,0,1
719640,bundesliga,2021,SC Freiburg,Union Berlin,1,4,99,0,0,0,1
719639,bundesliga,2021,Eintracht Frankfurt,Borussia Monchengladbach,1,1,99,0,0,0,1
719638,bundesliga,2021,RB Leipzig,FC Augsburg,4,0,99,0,0,0,1
719637,bundesliga,2021,Bayern Munich,VfB Stuttgart,2,2,99,0,0,0,1
719636,bundesliga,2021,Arminia Bielefeld,Hertha Berlin,1,1,99,0,0,0,1
719635,bundesliga,2021,FC Augsburg,1. FC Köln,1,4,99,0,0,0,1
